HRU,sol_pfas_ugha,kf,nf
12782,120000.0,450.2,0.43
12783,12640000.0,216.4,0.48
12784,12640000.0,216.4,0.48
12785,14800000.0,216.4,0.48
12786,14800000.0,216.4,0.48
12787,14800000.0,216.4,0.48
12788,12800000.0,216.4,0.48
12789,12800000.0,216.4,0.48
12790,12800000.0,216.4,0.48
12791,32000.0,216.4,0.48
12792,32000.0,216.4,0.48
12793,32000.0,216.4,0.48
12794,32890.0,216.4,0.48
12795,32890.0,216.4,0.48
12796,32890.0,216.4,0.48
12797,43400.0,216.4,0.48
12798,43400.0,216.4,0.48
12799,43400.0,216.4,0.48
12800,36960.0,216.4,0.48
12801,36960.0,216.4,0.48
12802,36960.0,216.4,0.48
12803,5680.0,216.4,0.48
12804,5680.0,216.4,0.48
12805,5680.0,216.4,0.48
12806,32000.0,216.4,0.48
12807,32000.0,216.4,0.48
12808,32000.0,216.4,0.48
12809,32000.0,216.4,0.48
12810,32000.0,216.4,0.48
12811,39900.0,216.4,0.48
12812,39900.0,216.4,0.48
12813,39900.0,216.4,0.48
12814,31600.0,216.4,0.48
12815,31600.0,216.4,0.48
12816,31600.0,216.4,0.48
12817,32000.0,216.4,0.48
12818,32000.0,216.4,0.48
12819,32000.0,216.4,0.48
12820,43400.0,216.4,0.48
12821,43400.0,216.4,0.48
12822,43400.0,216.4,0.48
12823,32000.0,216.4,0.48
12824,32000.0,216.4,0.48
12825,32000.0,216.4,0.48
12826,32000.0,216.4,0.48
12827,32000.0,216.4,0.48
12828,32000.0,216.4,0.48
12829,37000.0,216.4,0.48
12830,37000.0,216.4,0.48
12831,37000.0,216.4,0.48
12832,22500.0,216.4,0.48
12833,33750000.0,216.4,0.48
12834,33750000.0,216.4,0.48
12835,33750000.0,216.4,0.48
12836,48000000.0,216.4,0.48
12837,48000000.0,216.4,0.48
12838,48000000.0,216.4,0.48
12839,65100000.0,216.4,0.48
12840,65100000.0,216.4,0.48
12841,65100000.0,216.4,0.48
12842,14800000.0,216.4,0.48
12843,14800000.0,216.4,0.48
12844,14800000.0,216.4,0.48
12845,14800000.0,216.4,0.48
12846,14800000.0,216.4,0.48
12847,14800000.0,216.4,0.48
12848,10440000.0,450.2,0.43
12849,10440000.0,450.2,0.43
12850,10440000.0,450.2,0.43
12851,14800000.0,216.4,0.48
12852,14800000.0,216.4,0.48
12853,10440000.0,450.2,0.43
12854,10440000.0,450.2,0.43
12855,10440000.0,450.2,0.43
12856,12800000.0,216.4,0.48
12857,12800000.0,216.4,0.48
12858,12800000.0,216.4,0.48
12859,10440000.0,450.2,0.43
12860,10440000.0,450.2,0.43
12861,10440000.0,450.2,0.43
12862,12800000.0,216.4,0.48
12863,12800000.0,216.4,0.48
12864,12800000.0,216.4,0.48
12865,17360000.0,216.4,0.48
12866,17360000.0,216.4,0.48
12867,17360000.0,216.4,0.48
12868,12800000.0,216.4,0.48
12869,12800000.0,216.4,0.48
12870,12800000.0,216.4,0.48
12871,17360000.0,216.4,0.48
12872,17360000.0,216.4,0.48
12873,17360000.0,216.4,0.48
12874,12800000.0,216.4,0.48
12875,12800000.0,216.4,0.48
12876,12800000.0,216.4,0.48
12877,12800000.0,216.4,0.48
12878,11520000.0,450.2,0.43
12879,11520000.0,450.2,0.43
12880,11520000.0,450.2,0.43
12881,17360000.0,216.4,0.48
12882,17360000.0,216.4,0.48
12883,17360000.0,216.4,0.48
12884,15960000.0,216.4,0.48
12885,15960000.0,216.4,0.48
12886,15960000.0,216.4,0.48
12887,9000000.0,216.4,0.48
12888,9000000.0,216.4,0.48
12889,9000000.0,216.4,0.48
12890,5600000.0,216.4,0.48
12891,5600000.0,216.4,0.48
12892,5600000.0,216.4,0.48
12893,15960000.0,216.4,0.48
12894,15960000.0,216.4,0.48
12895,15960000.0,216.4,0.48
12896,16128000.0,216.4,0.48
12897,15120000.0,450.2,0.43
12898,15120000.0,450.2,0.43
12899,15120000.0,450.2,0.43
12900,12800000.0,216.4,0.48
12901,12800000.0,216.4,0.48
12902,12800000.0,216.4,0.48
12903,120000.0,450.2,0.43
12904,120000.0,450.2,0.43
12905,120000.0,450.2,0.43
12906,5600000.0,216.4,0.48
12907,5600000.0,216.4,0.48
12908,5600000.0,216.4,0.48
12909,10296000.0,450.2,0.43
12910,10296000.0,450.2,0.43
12911,10296000.0,450.2,0.43
12912,36800.0,450.2,0.43
12913,36800.0,450.2,0.43
12914,41440.0,216.4,0.48
12915,37000.0,216.4,0.48
12916,37000.0,216.4,0.48
12917,37000.0,216.4,0.48
12918,5680.0,216.4,0.48
12919,12000.0,216.4,0.48
12920,12000.0,216.4,0.48
12921,12000.0,216.4,0.48
12922,37000.0,216.4,0.48
12923,37000.0,216.4,0.48
12924,37000.0,216.4,0.48
12925,32000.0,216.4,0.48
12926,32000.0,216.4,0.48
12927,32000.0,216.4,0.48
12928,43400.0,216.4,0.48
12929,43400.0,216.4,0.48
12930,43400.0,216.4,0.48
12931,26100.0,450.2,0.43
12932,32000.0,216.4,0.48
12933,32000.0,216.4,0.48
12934,32000.0,216.4,0.48
12935,32000.0,216.4,0.48
12936,32000.0,216.4,0.48
12937,32000.0,216.4,0.48
12938,32890.0,216.4,0.48
12939,32890.0,216.4,0.48
12940,32890.0,216.4,0.48
12941,32000.0,450.2,0.43
12942,32000.0,450.2,0.43
12943,37000.0,216.4,0.48
12944,37000.0,216.4,0.48
12945,37000.0,216.4,0.48
12946,37800.0,450.2,0.43
12947,37800.0,450.2,0.43
12948,37800.0,450.2,0.43
12949,52200.0,216.4,0.48
12950,52200.0,216.4,0.48
12951,52200.0,216.4,0.48
12952,32000.0,216.4,0.48
12953,32000.0,216.4,0.48
12954,32000.0,216.4,0.48
12955,14000.0,216.4,0.48
12956,14000.0,216.4,0.48
12957,14000.0,216.4,0.48
12958,37000.0,216.4,0.48
12959,37000.0,216.4,0.48
12960,25740.0,450.2,0.43
12961,25740.0,450.2,0.43
12962,25740.0,450.2,0.43
12963,14000.0,216.4,0.48
12964,14000.0,216.4,0.48
12965,14000.0,216.4,0.48
12966,65100000.0,216.4,0.48
12967,65100000.0,216.4,0.48
12968,65100000.0,216.4,0.48
12969,22500.0,216.4,0.48
12970,32000.0,450.2,0.43
12971,32000.0,450.2,0.43
12972,32000.0,450.2,0.43
12973,22500.0,216.4,0.48
12974,15960000.0,216.4,0.48
12975,15960000.0,216.4,0.48
12976,2272000.0,216.4,0.48
12977,2272000.0,216.4,0.48
12978,11500000.0,450.2,0.43
12979,11500000.0,450.2,0.43
12980,13340000.0,216.4,0.48
12981,13340000.0,216.4,0.48
12982,13340000.0,216.4,0.48
12983,2272000.0,216.4,0.48
12984,2272000.0,216.4,0.48
12985,11500000.0,450.2,0.43
12986,11500000.0,450.2,0.43
12987,12800000.0,216.4,0.48
12988,12800000.0,216.4,0.48
12989,12800000.0,216.4,0.48
12990,12800000.0,216.4,0.48
12991,12800000.0,216.4,0.48
12992,14800000.0,216.4,0.48
12993,14800000.0,216.4,0.48
12994,14800000.0,216.4,0.48
12995,14800000.0,216.4,0.48
12996,21280000.0,450.2,0.43
12997,21280000.0,450.2,0.43
12998,21450.0,216.4,0.48
12999,21450.0,216.4,0.48
13000,5680.0,216.4,0.48
13001,11500000.0,450.2,0.43
13002,11500000.0,450.2,0.43
13003,11500000.0,450.2,0.43
13004,11500000.0,450.2,0.43
13005,11500000.0,450.2,0.43
13006,5760000.0,450.2,0.43
13007,11200000.0,450.2,0.43
13008,11200000.0,450.2,0.43
13009,11200000.0,450.2,0.43
13010,22500.0,216.4,0.48
13011,8580000.0,216.4,0.48
13012,8580000.0,216.4,0.48
13013,11200000.0,450.2,0.43
13014,11200000.0,450.2,0.43
13015,5760000.0,450.2,0.43
13016,5760000.0,450.2,0.43
13017,11500000.0,450.2,0.43
13018,21450.0,216.4,0.48
13019,21450.0,216.4,0.48
13020,14400.0,450.2,0.43
13021,14400.0,450.2,0.43
13022,2272000.0,216.4,0.48
13023,2272000.0,216.4,0.48
13024,13340000.0,216.4,0.48
13025,13340000.0,216.4,0.48
13026,12800000.0,216.4,0.48
13027,12800000.0,216.4,0.48
13028,12800000.0,216.4,0.48
13029,12800000.0,216.4,0.48
13030,12800000.0,216.4,0.48
13031,15360000.0,450.2,0.43
13032,15360000.0,450.2,0.43
13033,14800000.0,216.4,0.48
13034,14800000.0,216.4,0.48
13035,14800000.0,216.4,0.48
13036,21280000.0,450.2,0.43
13037,21280000.0,450.2,0.43
13038,12640000.0,216.4,0.48
13039,12640000.0,216.4,0.48
13040,12640000.0,216.4,0.48
13041,39760000.0,450.2,0.43
13042,39760000.0,450.2,0.43
13043,39760000.0,450.2,0.43
13044,22500.0,216.4,0.48
13045,39900.0,216.4,0.48
13046,39900.0,216.4,0.48
13047,39900.0,216.4,0.48
13048,37000.0,216.4,0.48
13049,37000.0,216.4,0.48
13050,37000.0,216.4,0.48
13051,13156000.0,216.4,0.48
13052,13156000.0,216.4,0.48
13053,13156000.0,216.4,0.48
13054,15960000.0,216.4,0.48
13055,15960000.0,216.4,0.48
13056,11440000.0,450.2,0.43
13057,11440000.0,450.2,0.43
13058,21280000.0,450.2,0.43
13059,21280000.0,450.2,0.43
13060,21280000.0,450.2,0.43
13061,14784000.0,216.4,0.48
13062,14784000.0,216.4,0.48
13063,13156000.0,216.4,0.48
13064,13156000.0,216.4,0.48
13065,13156000.0,216.4,0.48
13066,8904000.0,450.2,0.43
13067,8904000.0,450.2,0.43
13068,8904000.0,450.2,0.43
13069,5760000.0,450.2,0.43
13070,5760000.0,450.2,0.43
13071,9780000.0,216.4,0.48
13072,9780000.0,216.4,0.48
13073,9780000.0,216.4,0.48
13074,9780000.0,216.4,0.48
13075,16200000.0,450.2,0.43
13076,16200000.0,450.2,0.43
13077,12720000.0,450.2,0.43
13078,12720000.0,450.2,0.43
13079,13340000.0,216.4,0.48
13080,13340000.0,216.4,0.48
13081,6360000.0,450.2,0.43
13082,6360000.0,450.2,0.43
13083,6360000.0,450.2,0.43
13084,13248000.0,450.2,0.43
13085,13248000.0,450.2,0.43
13086,13248000.0,450.2,0.43
13087,36960.0,216.4,0.48
13088,36960.0,216.4,0.48
13089,32890.0,216.4,0.48
13090,32890.0,216.4,0.48
13091,14400.0,450.2,0.43
13092,28000.0,450.2,0.43
13093,28000.0,450.2,0.43
13094,40500.0,450.2,0.43
13095,40500.0,450.2,0.43
13096,22500.0,216.4,0.48
13097,2272000.0,216.4,0.48
13098,11500000.0,450.2,0.43
13099,14800000.0,216.4,0.48
13100,5680.0,216.4,0.48
13101,5680.0,216.4,0.48
13102,11200000.0,450.2,0.43
13103,11200000.0,450.2,0.43
13104,11500000.0,450.2,0.43
13105,22500.0,216.4,0.48
13106,11200000.0,450.2,0.43
13107,11200000.0,450.2,0.43
13108,11200000.0,450.2,0.43
13109,5680.0,216.4,0.48
13110,22500.0,216.4,0.48
13111,22500.0,216.4,0.48
13112,11500000.0,450.2,0.43
13113,11500000.0,450.2,0.43
13114,5760000.0,450.2,0.43
13115,14400.0,450.2,0.43
13116,14400.0,450.2,0.43
13117,11200000.0,450.2,0.43
13118,11200000.0,450.2,0.43
13119,21450.0,216.4,0.48
13120,21450.0,216.4,0.48
13121,5760000.0,450.2,0.43
13122,5760000.0,450.2,0.43
13123,11200000.0,450.2,0.43
13124,11200000.0,450.2,0.43
13125,13340000.0,216.4,0.48
13126,22500.0,216.4,0.48
13127,15340.0,450.2,0.43
13128,15340.0,450.2,0.43
13129,21450.0,216.4,0.48
13130,21450.0,216.4,0.48
13131,8580.0,450.2,0.43
13132,8580.0,450.2,0.43
13133,32175000.0,216.4,0.48
13134,32175000.0,216.4,0.48
13135,11500000.0,450.2,0.43
13136,37000.0,216.4,0.48
13137,37000.0,216.4,0.48
13138,32000.0,216.4,0.48
13139,32000.0,216.4,0.48
13140,32000.0,216.4,0.48
13141,43400.0,216.4,0.48
13142,43400.0,216.4,0.48
13143,43400.0,216.4,0.48
13144,14800000.0,216.4,0.48
13145,14800000.0,216.4,0.48
13146,14800000.0,216.4,0.48
13147,12800000.0,216.4,0.48
13148,12800000.0,216.4,0.48
13149,12800000.0,216.4,0.48
13150,12800000.0,216.4,0.48
13151,12800000.0,216.4,0.48
13152,21280000.0,450.2,0.43
13153,21280000.0,450.2,0.43
13154,21280000.0,450.2,0.43
13155,2272000.0,216.4,0.48
13156,2272000.0,216.4,0.48
13157,2272000.0,216.4,0.48
13158,12800000.0,216.4,0.48
13159,12800000.0,216.4,0.48
13160,12800000.0,216.4,0.48
13161,15360000.0,450.2,0.43
13162,15360000.0,450.2,0.43
13163,15360000.0,450.2,0.43
13164,17360000.0,216.4,0.48
13165,17360000.0,216.4,0.48
13166,17360000.0,216.4,0.48
13167,13156000.0,216.4,0.48
13168,13156000.0,216.4,0.48
13169,8904000.0,450.2,0.43
13170,8904000.0,450.2,0.43
13171,8904000.0,450.2,0.43
13172,4800000.0,216.4,0.48
13173,4800000.0,216.4,0.48
13174,4800000.0,216.4,0.48
13175,13156000.0,216.4,0.48
13176,13156000.0,216.4,0.48
13177,13156000.0,216.4,0.48
13178,3160000.0,216.4,0.48
13179,3160000.0,216.4,0.48
13180,3160000.0,216.4,0.48
13181,2272000.0,216.4,0.48
13182,2272000.0,216.4,0.48
13183,5760000.0,450.2,0.43
13184,32890.0,216.4,0.48
13185,32890.0,216.4,0.48
13186,12000.0,216.4,0.48
13187,12000.0,216.4,0.48
13188,32890.0,216.4,0.48
13189,32890.0,216.4,0.48
13190,32890.0,216.4,0.48
13191,14400.0,450.2,0.43
13192,14400.0,450.2,0.43
13193,14400.0,450.2,0.43
13194,228000.0,216.4,0.48
13195,228000.0,216.4,0.48
13196,228000.0,216.4,0.48
13197,12000.0,216.4,0.48
13198,12000.0,216.4,0.48
13199,12000.0,216.4,0.48
13200,22500.0,216.4,0.48
13201,22500.0,216.4,0.48
13202,32890.0,216.4,0.48
13203,8904000.0,450.2,0.43
13204,8904000.0,450.2,0.43
13205,8904000.0,450.2,0.43
13206,9780000.0,216.4,0.48
13207,9780000.0,216.4,0.48
13208,9780000.0,216.4,0.48
13209,9780000.0,216.4,0.48
13210,9780000.0,216.4,0.48
13211,3160000.0,216.4,0.48
13212,3160000.0,216.4,0.48
13213,3160000.0,216.4,0.48
13214,6360000.0,450.2,0.43
13215,6360000.0,450.2,0.43
13216,6360000.0,450.2,0.43
13217,14784000.0,216.4,0.48
13218,14784000.0,216.4,0.48
13219,14784000.0,216.4,0.48
13220,13156000.0,216.4,0.48
13221,13156000.0,216.4,0.48
13222,13156000.0,216.4,0.48
13223,11440000.0,450.2,0.43
13224,11440000.0,450.2,0.43
13225,11440000.0,450.2,0.43
13226,21280000.0,450.2,0.43
13227,21280000.0,450.2,0.43
13228,2272000.0,216.4,0.48
13229,2272000.0,216.4,0.48
13230,5760000.0,450.2,0.43
13231,5760000.0,450.2,0.43
13232,11500000.0,450.2,0.43
13233,13340000.0,216.4,0.48
13234,13340000.0,216.4,0.48
13235,13340000.0,216.4,0.48
13236,21280000.0,450.2,0.43
13237,21280000.0,450.2,0.43
13238,21280000.0,450.2,0.43
13239,5760000.0,450.2,0.43
13240,5760000.0,450.2,0.43
13241,14720000.0,450.2,0.43
13242,14720000.0,450.2,0.43
13243,20880000.0,216.4,0.48
13244,20880000.0,216.4,0.48
13245,11200000.0,450.2,0.43
13246,21450.0,216.4,0.48
13247,21450.0,216.4,0.48
13248,14000.0,216.4,0.48
13249,14000.0,216.4,0.48
13250,14000.0,216.4,0.48
13251,8580.0,450.2,0.43
13252,8580.0,450.2,0.43
13253,8580.0,450.2,0.43
13254,40320.0,216.4,0.48
13255,40320.0,216.4,0.48
13256,22500.0,216.4,0.48
13257,21280000.0,450.2,0.43
13258,21280000.0,450.2,0.43
13259,21280000.0,450.2,0.43
13260,39760000.0,450.2,0.43
13261,39760000.0,450.2,0.43
13262,39760000.0,450.2,0.43
13263,12800000.0,216.4,0.48
13264,12800000.0,216.4,0.48
13265,2272000.0,216.4,0.48
13266,14000.0,216.4,0.48
13267,12800000.0,216.4,0.48
13268,12800000.0,216.4,0.48
13269,15360000.0,450.2,0.43
13270,15360000.0,450.2,0.43
13271,15360000.0,450.2,0.43
13272,11520000.0,450.2,0.43
13273,11520000.0,450.2,0.43
13274,11520000.0,450.2,0.43
13275,12800000.0,216.4,0.48
13276,12800000.0,216.4,0.48
13277,17360000.0,216.4,0.48
13278,17360000.0,216.4,0.48
13279,17360000.0,216.4,0.48
13280,10296000.0,450.2,0.43
13281,10296000.0,450.2,0.43
13282,10296000.0,450.2,0.43
13283,15960000.0,216.4,0.48
13284,15960000.0,216.4,0.48
13285,15960000.0,216.4,0.48
13286,15960000.0,216.4,0.48
13287,15960000.0,216.4,0.48
13288,15960000.0,216.4,0.48
13289,3920000.0,450.2,0.43
13290,3920000.0,450.2,0.43
13291,3920000.0,450.2,0.43
13292,9000000.0,216.4,0.48
13293,9000000.0,216.4,0.48
13294,15120000.0,450.2,0.43
13295,15120000.0,450.2,0.43
13296,15120000.0,450.2,0.43
13297,43400.0,216.4,0.48
13298,43400.0,216.4,0.48
13299,43400.0,216.4,0.48
13300,32000.0,450.2,0.43
13301,32000.0,450.2,0.43
13302,32000.0,450.2,0.43
13303,22500.0,216.4,0.48
13304,22500.0,216.4,0.48
13305,21450.0,216.4,0.48
13306,21450.0,216.4,0.48
13307,21450.0,216.4,0.48
13308,8580.0,450.2,0.43
13309,8580.0,450.2,0.43
13310,8580.0,450.2,0.43
13311,40320.0,216.4,0.48
13312,228000.0,216.4,0.48
13313,228000.0,216.4,0.48
13314,228000.0,216.4,0.48
13315,28000.0,450.2,0.43
13316,28000.0,450.2,0.43
13317,8580.0,450.2,0.43
13318,8580.0,450.2,0.43
13319,3432000.0,450.2,0.43
13320,3432000.0,450.2,0.43
13321,8580000.0,216.4,0.48
13322,8580000.0,216.4,0.48
13323,3432000.0,450.2,0.43
13324,3432000.0,450.2,0.43
13325,5760000.0,450.2,0.43
13326,5760000.0,450.2,0.43
13327,8580000.0,216.4,0.48
13328,8580000.0,216.4,0.48
13329,32175000.0,216.4,0.48
13330,32175000.0,216.4,0.48
13331,12800000.0,216.4,0.48
13332,12800000.0,216.4,0.48
13333,12800000.0,216.4,0.48
13334,17360000.0,216.4,0.48
13335,17360000.0,216.4,0.48
13336,17360000.0,216.4,0.48
13337,21280000.0,450.2,0.43
13338,20880000.0,216.4,0.48
13339,20880000.0,216.4,0.48
13340,20880000.0,216.4,0.48
13341,12800000.0,216.4,0.48
13342,12800000.0,216.4,0.48
13343,12800000.0,216.4,0.48
13344,3920000.0,450.2,0.43
13345,3920000.0,450.2,0.43
13346,3920000.0,450.2,0.43
13347,5760000.0,450.2,0.43
13348,5760000.0,450.2,0.43
13349,5760000.0,450.2,0.43
13350,2272000.0,216.4,0.48
13351,2272000.0,216.4,0.48
13352,12800000.0,216.4,0.48
13353,12800000.0,216.4,0.48
13354,12800000.0,216.4,0.48
13355,13340000.0,216.4,0.48
13356,13340000.0,216.4,0.48
13357,14800000.0,216.4,0.48
13358,14800000.0,216.4,0.48
13359,14800000.0,216.4,0.48
13360,14800000.0,216.4,0.48
13361,14800000.0,216.4,0.48
13362,14800000.0,216.4,0.48
13363,13156000.0,216.4,0.48
13364,13156000.0,216.4,0.48
13365,13156000.0,216.4,0.48
13366,14800000.0,216.4,0.48
13367,14800000.0,216.4,0.48
13368,14800000.0,216.4,0.48
13369,8580000.0,216.4,0.48
13370,10800000.0,216.4,0.48
13371,14000.0,216.4,0.48
13372,40320.0,216.4,0.48
13373,40320.0,216.4,0.48
13374,43400.0,216.4,0.48
13375,43400.0,216.4,0.48
13376,43400.0,216.4,0.48
13377,21450.0,216.4,0.48
13378,22500.0,216.4,0.48
13379,5760000.0,450.2,0.43
13380,5760000.0,450.2,0.43
13381,21280000.0,450.2,0.43
13382,21280000.0,450.2,0.43
13383,21280000.0,450.2,0.43
13384,11440000.0,450.2,0.43
13385,11440000.0,450.2,0.43
13386,13156000.0,216.4,0.48
13387,13156000.0,216.4,0.48
13388,16200000.0,450.2,0.43
13389,16200000.0,450.2,0.43
13390,15960000.0,216.4,0.48
13391,15960000.0,216.4,0.48
13392,2272000.0,216.4,0.48
13393,11200000.0,450.2,0.43
13394,11200000.0,450.2,0.43
13395,8580000.0,216.4,0.48
13396,8580000.0,216.4,0.48
13397,5760000.0,450.2,0.43
13398,5760000.0,450.2,0.43
13399,22500.0,216.4,0.48
13400,5760000.0,450.2,0.43
13401,14400.0,450.2,0.43
13402,21600000.0,450.2,0.43
13403,21280000.0,450.2,0.43
13404,21280000.0,450.2,0.43
13405,5760000.0,450.2,0.43
13406,5760000.0,450.2,0.43
13407,16200000.0,450.2,0.43
13408,16200000.0,450.2,0.43
13409,2272000.0,216.4,0.48
13410,22500.0,216.4,0.48
13411,12000.0,216.4,0.48
13412,12000.0,216.4,0.48
13413,12000.0,216.4,0.48
13414,43400.0,216.4,0.48
13415,43400.0,216.4,0.48
13416,43400.0,216.4,0.48
13417,32000.0,216.4,0.48
13418,32000.0,216.4,0.48
13419,32000.0,216.4,0.48
13420,14000.0,216.4,0.48
13421,14000.0,216.4,0.48
13422,14000.0,216.4,0.48
13423,37000.0,216.4,0.48
13424,37000.0,216.4,0.48
13425,37000.0,216.4,0.48
13426,32000.0,216.4,0.48
13427,32000.0,216.4,0.48
13428,32000.0,216.4,0.48
13429,14000.0,216.4,0.48
13430,14000.0,216.4,0.48
13431,14000.0,216.4,0.48
13432,37000.0,216.4,0.48
13433,37000.0,216.4,0.48
13434,37000.0,216.4,0.48
13435,39900.0,216.4,0.48
13436,39900.0,216.4,0.48
13437,39900.0,216.4,0.48
13438,25740.0,450.2,0.43
13439,25740.0,450.2,0.43
13440,37000.0,216.4,0.48
13441,37000.0,216.4,0.48
13442,37000.0,216.4,0.48
13443,37800.0,450.2,0.43
13444,37800.0,450.2,0.43
13445,37800.0,450.2,0.43
13446,52200.0,216.4,0.48
13447,52200.0,216.4,0.48
13448,52200.0,216.4,0.48
13449,300.0,450.2,0.43
13450,300.0,450.2,0.43
13451,300.0,450.2,0.43
13452,32000.0,216.4,0.48
13453,32000.0,216.4,0.48
13454,32000.0,216.4,0.48
13455,34040.0,216.4,0.48
13456,32000.0,450.2,0.43
13457,32000.0,450.2,0.43
13458,32000.0,450.2,0.43
13459,12800000.0,216.4,0.48
13460,12800000.0,216.4,0.48
13461,12800000.0,216.4,0.48
13462,14800000.0,216.4,0.48
13463,14800000.0,216.4,0.48
13464,14800000.0,216.4,0.48
13465,5600000.0,216.4,0.48
13466,5600000.0,216.4,0.48
13467,5600000.0,216.4,0.48
13468,13156000.0,216.4,0.48
13469,13156000.0,216.4,0.48
13470,13156000.0,216.4,0.48
13471,17360000.0,216.4,0.48
13472,17360000.0,216.4,0.48
13473,17360000.0,216.4,0.48
13474,12800000.0,216.4,0.48
13475,12800000.0,216.4,0.48
13476,12800000.0,216.4,0.48
13477,10296000.0,450.2,0.43
13478,5600000.0,216.4,0.48
13479,5600000.0,216.4,0.48
13480,5600000.0,216.4,0.48
13481,12800000.0,450.2,0.43
13482,12800000.0,450.2,0.43
13483,12800000.0,450.2,0.43
13484,5600000.0,216.4,0.48
13485,5600000.0,216.4,0.48
13486,5600000.0,216.4,0.48
13487,14800000.0,216.4,0.48
13488,14800000.0,216.4,0.48
13489,14800000.0,216.4,0.48
13490,17360000.0,216.4,0.48
13491,17360000.0,216.4,0.48
13492,17360000.0,216.4,0.48
13493,11600000.0,450.2,0.43
13494,11600000.0,450.2,0.43
13495,11600000.0,450.2,0.43
13496,14536000.0,450.2,0.43
13497,14536000.0,450.2,0.43
13498,14536000.0,450.2,0.43
13499,13616000.0,216.4,0.48
13500,13616000.0,216.4,0.48
13501,13616000.0,216.4,0.48
13502,13156000.0,216.4,0.48
13503,13156000.0,216.4,0.48
13504,13156000.0,216.4,0.48
13505,13892000.0,216.4,0.48
13506,13892000.0,216.4,0.48
13507,13892000.0,216.4,0.48
13508,12800000.0,450.2,0.43
13509,12800000.0,450.2,0.43
13510,12800000.0,450.2,0.43
13511,14076000.0,216.4,0.48
13512,22500.0,216.4,0.48
13513,5760000.0,450.2,0.43
13514,5760000.0,450.2,0.43
13515,2272000.0,216.4,0.48
13516,5760000.0,450.2,0.43
13517,5760000.0,450.2,0.43
13518,8580000.0,216.4,0.48
13519,8580000.0,216.4,0.48
13520,16128000.0,216.4,0.48
13521,16128000.0,216.4,0.48
13522,22500.0,216.4,0.48
13523,55440000.0,216.4,0.48
13524,55440000.0,216.4,0.48
13525,28000.0,450.2,0.43
13526,40320.0,216.4,0.48
13527,40320.0,216.4,0.48
13528,36960.0,216.4,0.48
13529,36960.0,216.4,0.48
13530,14784000.0,216.4,0.48
13531,14784000.0,216.4,0.48
13532,2272000.0,216.4,0.48
13533,5760000.0,450.2,0.43
13534,22500.0,216.4,0.48
13535,22500.0,216.4,0.48
13536,5760000.0,450.2,0.43
13537,5760000.0,450.2,0.43
13538,5760000.0,450.2,0.43
13539,2272000.0,216.4,0.48
13540,2272000.0,216.4,0.48
13541,8580000.0,216.4,0.48
13542,8580000.0,216.4,0.48
13543,22500.0,216.4,0.48
13544,55440000.0,216.4,0.48
13545,55440000.0,216.4,0.48
13546,22500.0,216.4,0.48
13547,3920000.0,450.2,0.43
13548,3920000.0,450.2,0.43
13549,3920000.0,450.2,0.43
13550,13156000.0,216.4,0.48
13551,13156000.0,216.4,0.48
13552,25740.0,450.2,0.43
13553,25740.0,450.2,0.43
13554,25740.0,450.2,0.43
13555,22500.0,216.4,0.48
13556,14800000.0,216.4,0.48
13557,14800000.0,216.4,0.48
13558,10296000.0,450.2,0.43
13559,10296000.0,450.2,0.43
13560,10296000.0,450.2,0.43
13561,13156000.0,216.4,0.48
13562,13156000.0,216.4,0.48
13563,13156000.0,216.4,0.48
13564,12800000.0,216.4,0.48
13565,12800000.0,216.4,0.48
13566,12800000.0,216.4,0.48
13567,22500.0,216.4,0.48
13568,25740.0,450.2,0.43
13569,25740.0,450.2,0.43
13570,25740.0,450.2,0.43
13571,32000.0,216.4,0.48
13572,32000.0,216.4,0.48
13573,32000.0,216.4,0.48
13574,37000.0,216.4,0.48
13575,37000.0,216.4,0.48
13576,37000.0,216.4,0.48
13577,32000.0,216.4,0.48
13578,32000.0,216.4,0.48
13579,32000.0,216.4,0.48
13580,15340.0,450.2,0.43
13581,15340.0,450.2,0.43
13582,22500.0,216.4,0.48
13583,11200000.0,450.2,0.43
13584,11200000.0,450.2,0.43
13585,22500.0,216.4,0.48
13586,2272000.0,216.4,0.48
13587,2272000.0,216.4,0.48
13588,5760000.0,450.2,0.43
13589,5760000.0,450.2,0.43
13590,21450.0,216.4,0.48
13591,21450.0,216.4,0.48
13592,8580.0,450.2,0.43
13593,8580.0,450.2,0.43
13594,8580.0,450.2,0.43
13595,8580.0,450.2,0.43
13596,22500.0,216.4,0.48
13597,32175000.0,216.4,0.48
13598,32175000.0,216.4,0.48
13599,8580000.0,216.4,0.48
13600,8580000.0,216.4,0.48
13601,6136000.0,450.2,0.43
13602,6136000.0,450.2,0.43
13603,10296000.0,450.2,0.43
13604,25740.0,450.2,0.43
13605,37000.0,216.4,0.48
13606,37000.0,216.4,0.48
13607,37000.0,216.4,0.48
13608,37800.0,450.2,0.43
13609,37800.0,450.2,0.43
13610,10296000.0,450.2,0.43
13611,10296000.0,450.2,0.43
13612,32000.0,216.4,0.48
13613,12800000.0,216.4,0.48
13614,12800000.0,216.4,0.48
13615,12800000.0,216.4,0.48
13616,2272000.0,216.4,0.48
13617,2272000.0,216.4,0.48
13618,22500.0,216.4,0.48
13619,13156000.0,216.4,0.48
13620,14800000.0,216.4,0.48
13621,14800000.0,216.4,0.48
