reach,PFOS,PFOA,PFHxS,PFBS,PFHxA
162,0.9281156277048502,0.804874223218653,0.796231528476311,0.705601554928559,0.4598379909866145
163,0.0,0.0,0.0,0.0,0.0
164,0.9179518571166657,0.8110716104416867,0.8027955328433173,0.7146440976126025,0.3893613511233266
165,0.9042496109610961,0.8063138946414816,0.7985461200445793,0.7126041600628217,0.47361711467268797
166,0.9340522077472633,0.8262375003219834,0.8173053300817076,0.7167949426050275,0.44310832818105134
167,0.9235166622427071,0.8329214421357093,0.8257746671769277,0.7458245677081191,0.4323607887335162
168,0.8731227387291968,0.7798750083940227,0.7732830821636743,0.699896944636586,0.4875276740727072
169,0.9344655340577445,0.8066914084515997,0.7974346337522707,0.6978552215651604,0.46048667879365957
170,0.9015521565690385,0.8155241912622236,0.8086737774488358,0.7338856884826225,0.5252131293732925
171,0.0,0.0,0.0,0.0,0.0
172,0.9174712478486852,0.819613847355465,0.8111717817797931,0.7164372282986127,0.4680106095027513
173,0.9318571375742086,0.8324119390807635,0.8241057773485835,0.7337726494033041,0.5009697593807277
174,0.8884240630283101,0.7901687011480886,0.7824948229473682,0.6972308028666815,0.4654462272005544
175,0.9483547472382069,0.8538841731870608,0.8445945869082041,0.7238022597987294,0.328864861363053
176,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0
178,0.9342697940609772,0.8104660933781029,0.8013521326887875,0.7024972614368541,0.4524247794046932
179,0.8933212573254522,0.7908786888206745,0.7829948455764622,0.6969554232516583,0.47142534761447497
180,0.9163206726221421,0.8113093926101339,0.8033130992898917,0.7158687851068498,0.4836197321220118
181,0.9210697832948315,0.8237617014525342,0.8162076095815071,0.7294729648753442,0.3079425327243231
182,0.8915863767860661,0.8080085824080018,0.8006843830551702,0.7159637282096,0.47146829599359036
183,0.8859047892142452,0.8203996408965298,0.8151776958804962,0.7546443384315178,0.5623856778657009
184,0.8850334056076046,0.7723643563383806,0.763772088995492,0.665895091607114,0.37608637511613485
185,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0
187,0.8946013615578209,0.7810532380558258,0.7717529656202443,0.6707540582494824,0.42238015071791396
188,0.8874350648447543,0.8070434888954816,0.8011351790089252,0.7357668896906115,0.5298472213498562
189,0.8848043395697259,0.8125936643121139,0.80674507721271,0.7352207480695203,0.5005421931586572
190,0.9124643430752536,0.8568340572164369,0.8515721722475751,0.7891827321414561,0.5797958392819801
191,0.941037447205716,0.848944670067271,0.84143378934757,0.7591530338343934,0.5352175842731804
192,0.0,0.0,0.0,0.0,0.0
193,0.9346593961518839,0.8231354958021645,0.8140510466348758,0.7165876376503578,0.5094273294898388
