reach,row,col,Channel,d
855,115,88,270,73.12708139329794
856,42,37,64,67.74383186146065
857,91,84,195,82.68538061372898
858,101,45,63,48.144446081226064
859,76,43,88,76.84100542667029
860,62,42,118,23.811843543963025
861,96,29,237,77.4389586296566
862,73,87,175,38.65488754548351
863,42,33,54,108.62622784042424
864,120,22,150,163.00476226629738
865,72,30,106,62.47707664750989
866,115,87,270,35.46436061327355
867,42,36,64,65.87699067828801
868,92,84,195,116.93480189698931
869,101,46,68,78.05275623436138
870,76,42,88,64.6838505198945
871,62,41,105,70.76425518991361
872,97,29,237,34.87579935517152
873,73,87,175,38.65488754548351
874,41,33,54,107.95604811154797
875,121,23,150,146.89289177670034
876,72,30,106,62.47707664750989
877,115,86,239,61.140378439242646
878,42,35,64,64.0101494951223
879,92,83,195,50.57574392751139
880,101,45,63,48.144446081226064
881,77,42,88,127.24345351920228
882,62,40,233,27.23515092458905
883,98,29,474,111.05937829878526
884,74,87,175,123.06375860704667
885,40,33,54,107.28586838267178
886,120,23,150,50.67600447358422
887,72,31,99,66.55901498210962
888,115,86,239,61.140378439242646
889,42,34,64,58.447973037361756
890,93,83,195,61.611133284836484
891,101,44,61,62.623252233844205
892,77,41,88,8.461946009700014
893,98,30,237,21.035427924206104
894,74,86,175,101.49598060091462
895,42,33,54,108.62622784042424
896,120,24,150,1.6481551879205893
897,72,32,99,68.34728466770264
898,115,85,239,53.74045291845062
899,42,33,54,108.62622784042424
900,93,82,195,48.0462706924845
901,102,44,28,82.61394902530616
902,77,40,88,76.81064538249224
903,98,31,237,123.45187041472968
904,75,87,175,171.2106539388034
905,43,33,53,20.763253977676793
906,120,25,150,94.79031107598688
907,72,33,99,121.05189590079222
908,115,84,239,128.5637442218357
909,43,33,53,20.763253977676793
910,94,82,195,110.19239129153956
911,102,44,28,82.61394902530616
912,78,39,88,66.30645674287977
913,98,31,237,123.45187041472968
914,75,86,201,12.72978763696357
915,119,25,150,43.43712520585539
916,73,33,99,104.13335557868761
917,116,84,239,101.45964014116534
918,43,33,53,20.763253977676793
919,94,81,195,117.04043016138955
920,78,40,88,118.95728667118705
921,99,31,193,125.72404213921955
922,74,85,581,82.18295645632054
923,118,25,150,130.20636795933945
924,74,33,99,134.77888899818257
925,116,83,239,66.73392779336615
926,44,33,52,124.95695409662136
927,95,81,195,42.00964713981238
928,79,40,88,154.69403896476666
929,99,32,193,133.6824379144393
930,75,85,129,44.814332147095236
931,118,26,150,28.675783062179867
932,74,34,99,8.787255803154592
933,116,82,239,27.009499706375863
934,44,34,52,116.27915950307536
935,95,80,195,127.32258010565087
936,79,39,41,32.1644763212055
937,98,32,193,94.63503983590172
938,75,86,201,12.72978763696357
939,118,27,150,57.49973058562677
940,74,35,99,69.86483005897622
941,116,81,239,122.75228047725065
942,45,34,52,130.0344443209438
943,96,80,195,12.214234116800274
944,98,33,419,96.14642883416982
945,75,85,129,44.814332147095236
946,117,27,191,6.30101616507107
947,74,36,99,42.96780765802412
948,117,81,239,32.53544604443122
949,45,33,52,117.83362114245942
950,97,80,195,151.8140196059734
951,98,33,419,96.14642883416982
952,76,85,129,12.863524393543871
953,117,28,191,115.10990547291789
954,74,37,99,53.750390035368255
955,118,81,239,15.088976286636512
956,46,33,52,118.39056609360847
957,97,79,195,0.8929009492075611
958,99,33,146,134.37290487531732
959,77,85,129,77.39185346635352
960,118,28,150,101.4185249442358
961,74,38,43,109.15325501998794
962,118,80,239,92.83318060252708
963,46,34,52,121.53475038743672
964,97,78,195,116.47914618163644
965,99,34,146,27.999855691743395
966,78,85,129,146.17254817255602
967,117,28,191,115.10990547291789
968,75,38,99,35.18161808447181
969,119,80,239,103.78878439260136
970,47,34,52,40.946195161142036
971,98,78,195,42.568403139616876
972,100,34,146,98.66751838383699
973,78,84,129,14.72416342426291
974,118,28,150,101.4185249442358
975,76,38,99,32.77691450602341
976,119,79,239,68.04096793513806
977,47,35,52,146.03120101241413
978,98,77,195,136.45731345887708
979,101,34,146,138.0163277151374
980,79,84,129,5.432295920190892
981,118,29,135,127.99414957164312
982,120,79,239,89.25916236570808
983,48,35,52,21.98478937896724
984,99,77,195,44.37439427623949
985,101,35,146,97.9036788876682
986,80,84,129,41.99383773363417
987,117,29,135,51.607590496798665
988,120,78,239,4.2162779321865065
989,55,37,50,95.15679270958728
990,99,76,195,110.18471383112492
991,102,34,146,118.27067931286899
992,80,84,129,41.99383773363417
993,117,30,135,31.484789494974642
994,121,78,239,20.86636945124521
995,55,36,224,17.01824110481211
996,100,76,195,14.482105193720974
997,102,35,146,52.12881886737559
998,80,83,101,74.42921261562404
999,117,30,135,31.484789494974642
1000,122,78,239,10.744832005614022
1001,54,36,51,18.3813737188235
1002,100,75,195,110.7852043878346
1003,103,35,146,155.69217967231913
1004,81,83,86,75.84350843714124
1005,116,30,190,26.93081937479615
1006,122,78,239,10.744832005614022
1007,53,36,51,21.243850745315875
1008,101,75,195,66.49018549340751
1009,103,36,146,11.566911776065504
1010,81,83,86,75.84350843714124
1011,116,31,110,108.57716770586516
1012,52,36,51,57.53845719418644
1013,100,74,195,166.16692928312057
1014,103,37,146,31.3618031369047
1015,81,82,86,57.62411143642704
1016,117,31,110,84.23245866298896
1017,51,36,51,51.53375469775858
1018,101,74,195,65.26501814272805
1019,103,38,459,5.947251269612996
1020,82,82,86,10.84891419297485
1021,117,31,110,84.23245866298896
1022,50,36,51,41.996183105241705
1023,101,73,195,73.13957311482369
1024,104,38,146,72.67304046060282
1025,83,83,86,117.11796927386504
1026,116,31,110,108.57716770586516
1027,49,36,51,26.65441982999681
1028,101,72,195,29.314545658059757
1029,104,38,146,72.67304046060282
1030,83,82,86,91.40216673479233
1031,116,32,110,91.76060923833549
1032,48,36,51,176.12042765921655
1033,101,71,195,89.85197896386036
1034,104,39,126,111.84385826606487
1035,84,82,86,115.51768641627832
1036,116,32,110,91.76060923833549
1037,48,35,52,21.98478937896724
1038,102,71,195,75.85041021457162
1039,105,39,126,7.611434677223093
1040,83,81,86,39.79963149378498
1041,116,33,90,62.287856978990746
1042,56,37,49,76.47205023803966
1043,103,71,195,135.80390990475493
1044,106,39,126,106.595733745683
1045,83,80,86,55.436118160972704
1046,117,33,433,124.64441020375756
1047,55,37,50,95.15679270958728
1048,103,70,195,33.71879007628861
1049,106,40,126,103.39821731366055
1050,83,79,86,4.786424723358264
1051,116,33,90,62.287856978990746
1052,56,37,49,76.47205023803966
1053,103,69,195,73.55094341063685
1054,107,40,126,34.476838052446105
1055,84,79,86,14.485547405528733
1056,116,34,90,37.17830286996081
1057,57,37,49,145.8004590568068
1058,104,69,195,54.92479994735612
1059,107,40,126,34.476838052446105
1060,84,78,86,67.54110425451498
1061,116,34,90,37.17830286996081
1062,57,38,49,78.78830442884724
1063,105,69,195,82.5245107421781
1064,84,77,83,135.83468603919619
1065,116,35,81,53.6855088517943
1066,58,38,49,69.98405727190281
1067,105,68,195,8.088890905189784
1068,84,77,83,135.83468603919619
1069,117,35,81,126.28152604483545
1070,59,38,49,132.60240548593566
1071,106,68,195,139.6326143226926
1072,85,77,83,30.197706682811482
1073,117,36,81,12.232207058802882
1074,59,39,49,113.8495290797375
1075,106,67,195,17.52430575586962
1076,86,77,83,28.097692047258413
1077,117,37,81,146.51828776644805
1078,59,39,49,113.8495290797375
1079,106,67,195,17.52430575586962
1080,86,76,83,100.32829776203981
1081,118,37,81,88.85146380307494
1082,60,39,48,103.44865412213278
1083,107,67,157,2.8267793959672387
1084,87,76,83,121.70567437767481
1085,118,38,81,24.638229875486186
1086,60,38,414,98.0266094447703
1087,107,66,157,117.34409318706784
1088,87,75,83,66.84301356277342
1089,119,38,81,150.92148416797633
1090,61,38,48,100.07908657278955
1091,108,66,157,53.70742962921787
1092,87,74,83,56.566739950104676
1093,119,39,81,34.689374173190366
1094,62,38,473,61.676473898477674
1095,108,67,157,66.79880633716505
1096,87,73,83,14.968146166327882
1097,119,40,81,96.60820466793228
1098,63,38,47,86.1012457759308
1099,109,68,157,28.094257314174857
1100,87,73,83,14.968146166327882
1101,119,41,81,104.2494514351795
1102,63,38,47,86.1012457759308
1103,109,67,157,126.83218562226719
1104,88,73,78,158.66061643201
1105,118,41,81,142.85683725436726
1106,62,40,233,27.23515092458905
1107,110,67,157,20.945401559557936
1108,87,72,78,120.43848241699054
1109,118,42,26,71.51229554618016
1110,62,39,93,153.61897593059527
1111,111,68,157,14.619561574084022
1112,88,72,78,87.59306738214835
1113,118,42,26,71.51229554618016
1114,63,39,93,77.35085143673538
1115,112,68,235,66.83042311742084
1116,87,71,78,122.15202721128568
1117,63,38,47,86.1012457759308
1118,111,67,130,33.03312724980257
1119,88,71,78,57.35752769847548
1120,63,38,47,86.1012457759308
1121,111,67,130,33.03312724980257
1122,88,70,78,50.72616574893498
1123,64,38,46,71.95221737730272
1124,111,66,130,95.70477702944119
1125,89,70,78,52.49881031945809
1126,65,38,46,44.50822601392036
1127,111,65,130,92.93197406917909
1128,89,69,78,36.026627104686995
1129,65,38,46,44.50822601392036
1130,112,65,130,72.55116813995339
1131,89,68,78,92.65284560347793
1132,66,38,45,5.858018481737272
1133,112,66,130,108.24870563679508
1134,88,68,78,127.74047364564267
1135,67,38,45,31.19282444087728
1136,113,66,120,13.493882904704591
1137,88,67,78,38.68204431107686
1138,68,38,45,42.69387943710886
1139,113,66,120,13.493882904704591
1140,87,67,78,105.95852158969439
1141,68,38,45,42.69387943710886
1142,113,66,120,13.493882904704591
1143,88,66,78,162.8464110395844
1144,68,37,139,99.19179207557363
1145,114,66,109,30.091548183134147
1146,87,66,78,0.1448190326267438
1147,69,37,484,38.75042660742895
1148,115,66,109,31.404551998138764
1149,87,65,78,28.438381464397654
1150,69,38,44,18.85225249261606
1151,115,66,109,31.404551998138764
1152,87,64,78,143.5274261660446
1153,70,38,484,10.051913350609293
1154,116,66,96,86.64215396322005
1155,88,64,78,10.980213161903691
1156,70,38,484,10.051913350609293
1157,116,67,96,46.571979304529975
1158,88,63,78,51.64450403889378
1159,71,38,43,38.82276976820591
1160,117,67,96,133.64648575977174
1161,88,62,78,44.67855165642357
1162,72,38,43,140.79088620035148
1163,117,68,96,86.38535803692456
1164,87,62,78,55.08184273635834
1165,72,39,43,66.21902326016773
1166,118,68,96,3.6953959749180783
1167,86,62,74,13.689789330063533
1168,73,39,43,43.78775753973931
1169,118,69,96,165.40723807282626
1170,86,62,74,13.689789330063533
1171,74,38,43,109.15325501998794
1172,119,69,96,94.09769960189996
1173,86,61,74,146.65926046287126
1174,74,39,43,58.544554661034866
1175,119,68,96,149.85110304132982
1176,85,61,74,53.153470604352364
1177,75,39,43,29.88848468540603
1178,120,68,96,32.68356254739086
1179,85,60,74,146.98842426393205
1180,76,39,43,133.7370158327205
1181,121,68,96,89.1808338373528
1182,86,60,74,31.631798492796605
1183,76,38,99,32.77691450602341
1184,121,69,96,22.434599595684023
1185,86,59,74,62.96602743328457
1186,76,38,99,32.77691450602341
1187,121,70,96,133.68473475131594
1188,85,59,255,27.21117831474315
1189,77,38,42,7.955824132419162
1190,120,70,96,40.02299418993547
1191,85,58,66,76.9312114083103
1192,78,38,297,19.18648702497486
1193,120,71,96,95.99224830735464
1194,85,58,66,76.9312114083103
1195,78,39,88,66.30645674287977
1196,121,71,96,14.12220765525135
1197,84,58,66,63.535063472026046
1198,78,39,88,66.30645674287977
1199,122,71,96,34.485011088761894
1200,85,57,66,11.027668872990432
1201,79,39,41,32.1644763212055
1202,123,71,96,19.69942381086896
1203,86,56,66,113.83477053183354
1204,79,39,41,32.1644763212055
1205,124,71,15,0.9240882544526059
1206,85,56,66,100.00281273376893
1207,80,40,40,83.5642465520025
1208,124,71,15,0.9240882544526059
1209,85,55,66,13.273978949614557
1210,80,39,40,45.60243625302412
1211,86,55,66,124.71534016919581
1212,81,40,40,57.74120988267827
1213,85,54,66,52.98455444277694
1214,82,40,40,23.235359936273806
1215,86,54,66,115.23886007969661
1216,82,39,138,3.8732714572451625
1217,86,53,66,113.38364912759336
1218,82,40,40,23.235359936273806
1219,85,53,66,42.38775284135335
1220,82,39,138,3.8732714572451625
1221,85,52,66,92.26228454078782
1222,83,39,38,41.52546532145892
1223,86,52,66,106.80852138647326
1224,83,39,38,41.52546532145892
1225,85,51,66,140.9757592672938
1226,84,39,37,4.246785822376947
1227,86,51,66,7.395488814844631
1228,84,40,37,127.68940309421684
1229,87,51,66,28.19208687492738
1230,85,39,37,126.04992852244752
1231,87,50,66,7.811972814589953
1232,85,40,37,77.5516786844394
1233,87,49,66,48.78823290844636
1234,86,40,36,28.272359795412846
1235,88,49,66,74.90476210603984
1236,86,40,36,28.272359795412846
1237,87,48,66,129.31599999913357
1238,91,42,34,40.14915301597086
1239,88,48,66,55.87411465597437
1240,90,42,35,30.885019534444584
1241,89,48,66,140.8624826153289
1242,89,42,35,121.43349724892423
1243,89,47,66,4.462484408600593
1244,89,41,35,120.20643768144322
1245,90,47,66,126.60515060257792
1246,88,41,35,0.19225844763956318
1247,90,46,66,74.79409828536853
1248,87,41,35,57.46368661751987
1249,91,46,66,87.54752503927453
1250,87,40,35,48.38175894277306
1251,90,45,66,143.68730735087928
1252,86,40,36,28.272359795412846
1253,91,45,66,10.58689802865209
1254,91,42,34,40.14915301597086
1255,92,45,66,15.780298440743673
1256,92,42,34,127.45895625944378
1257,93,45,66,117.42702861792056
1258,92,43,33,13.617681257713112
1259,92,44,66,145.13159134993043
1260,92,43,33,13.617681257713112
1261,93,44,66,34.53039871381137
1262,93,44,66,34.53039871381137
1263,94,44,31,7.127354043740937
1264,93,43,470,32.14374805115657
1265,93,43,470,32.14374805115657
1266,93,44,66,34.53039871381137
1267,94,44,31,7.127354043740937
1268,94,44,31,7.127354043740937
1269,94,43,31,63.50855788196098
1270,95,44,31,35.70062214277939
1271,96,44,30,42.05631511778492
1272,96,44,30,42.05631511778492
1273,97,44,30,8.314597619339027
1274,98,44,30,12.189375563095243
1275,102,44,28,82.61394902530616
1276,101,43,29,90.02143775090258
1277,101,44,61,62.623252233844205
1278,100,43,29,133.4787726516634
1279,100,44,29,17.80059084794359
1280,99,44,29,19.271699381551908
1281,99,45,29,66.18829223414042
1282,98,45,29,102.65871496745119
1283,98,44,30,12.189375563095243
1284,102,44,28,82.61394902530616
1285,102,43,28,39.602677939737916
1286,103,43,28,78.93432797309268
1287,104,43,28,44.11854165425846
1288,105,43,194,34.09815833805166
1289,105,43,194,34.09815833805166
1290,106,42,27,71.98703618564404
1291,105,42,27,64.64354468673237
1292,105,41,27,43.211515524183405
1293,106,41,27,22.297740232051652
1294,107,41,27,51.298726564989636
1295,107,40,126,34.476838052446105
1296,118,42,26,71.51229554618016
1297,117,42,26,175.1124729353156
1298,117,41,26,23.40018931909481
1299,117,40,26,90.56880123402658
1300,116,40,26,100.72349857353863
1301,116,41,26,14.941065069094007
1302,115,41,26,63.843084690678914
1303,115,40,26,75.99315591604686
1304,114,40,26,26.74392562187045
1305,113,40,26,39.65064745895643
1306,113,39,26,145.33692332397703
1307,112,39,26,55.1573590610148
1308,112,40,26,88.17710404391204
1309,111,39,26,9.445738702579705
1310,110,39,26,52.79104322813274
1311,109,39,26,127.27953897349623
1312,109,40,26,19.10436395646972
1313,108,41,26,124.3806763952125
1314,108,40,26,23.12578059602222
1315,107,40,126,34.476838052446105
1316,118,42,26,71.51229554618016
1317,119,42,25,6.958729723572656
1318,120,42,25,5.934278119790838
1319,121,42,453,54.06761738198271
1320,121,43,443,20.563272916732636
1321,121,43,443,20.563272916732636
1322,121,42,453,54.06761738198271
1323,122,42,23,5.582651206608136
1324,122,42,23,5.582651206608136
1325,123,42,23,14.86818134852476
1326,123,43,23,14.919441991368675
1327,124,43,22,13.734670481436313
1328,124,43,22,13.734670481436313
1329,124,44,22,167.5420836683218
1330,125,44,22,7.858491947063008
1331,126,44,559,20.482419376300047
1332,125,45,22,111.37704360429385
1333,126,45,22,45.69050067149855
1334,126,46,22,6.297127372166791
1335,127,46,559,92.70950029822207
1336,127,47,22,7.51888730233005
1337,128,47,22,30.947053417906503
1338,129,47,22,3.840713231828613
1339,130,47,375,56.26247830764355
1340,129,47,22,3.840713231828613
1341,130,47,375,56.26247830764355
1342,130,48,20,107.20575370265244
1343,129,48,20,55.18782921716374
1344,129,49,20,89.04920539450409
1345,130,49,20,28.120058613523113
1346,130,50,20,27.3158428781581
1347,130,50,20,27.3158428781581
1348,130,51,19,99.14473352523905
1349,131,51,19,27.382043357001596
1350,131,52,19,99.74009250035576
1351,132,51,19,87.15046084820287
1352,132,52,19,20.35384109239644
1353,133,52,19,15.41310754907164
1354,133,53,271,12.344377516474557
1355,133,53,271,12.344377516474557
1356,134,53,18,78.82228724601266
1357,135,53,18,33.12524160751111
1358,136,54,18,98.89501909636695
1359,135,54,18,25.734149668082974
1360,134,54,18,102.10428979918504
1361,134,55,18,109.35807020188575
1362,135,55,18,33.92652579424667
1363,135,56,17,4.1449769375192265
1364,136,55,170,139.67354403040392
1365,136,56,170,41.3845293632331
1366,134,56,17,116.3314182059339
1367,135,56,17,4.1449769375192265
1368,135,57,17,7.65638426852271
1369,134,57,17,23.967687685827034
1370,135,58,17,121.89964793913704
1371,134,58,17,22.437712339280687
1372,134,58,17,22.437712339280687
1373,134,59,16,82.93396227418705
1374,134,60,16,8.368366889379766
1375,134,60,16,8.368366889379766
1376,133,60,16,138.83559954268068
1377,134,61,15,110.25307442668358
1378,133,61,15,116.61725792088733
1379,133,62,15,1.528900756370024
1380,133,63,15,87.6113857065127
1381,132,63,15,67.89323167507324
1382,132,64,15,159.68009223614533
1383,131,64,15,131.8362604252743
1384,131,63,15,37.6790454120562
1385,130,63,15,55.03798613527493
1386,129,63,15,129.23160817506144
1387,129,64,15,61.46815505338117
1388,130,64,15,133.356132548452
1389,129,65,15,13.09058465970518
1390,129,66,15,41.66536507150648
1391,129,67,15,58.68157584981987
1392,129,68,15,127.07066738177564
1393,128,68,15,32.18040557805493
1394,127,68,15,148.01773902311197
1395,127,69,15,44.528003625760796
1396,126,68,15,116.89629755035153
1397,126,69,15,74.49322880854402
1398,126,70,15,82.02899109965514
1399,125,70,15,72.86406055209262
1400,124,70,15,114.62242818661973
1401,124,71,15,0.9240882544526059
1402,124,71,15,0.9240882544526059
1403,124,72,14,57.108461463656425
1404,124,73,14,103.92634465077
1405,123,73,14,113.61091792651571
1406,122,73,14,126.2031625946425
1407,122,74,14,52.963073360140015
1408,122,75,14,45.05033653495522
1409,121,76,14,8.680462699289372
1410,121,77,14,136.70426496356353
1411,122,76,14,120.93262876304246
1412,122,77,14,24.947115488756683
1413,123,77,14,138.1761592084238
1414,123,78,14,126.98215350796904
1415,122,78,239,10.744832005614022
1416,122,79,13,29.909433317413363
1417,122,78,239,10.744832005614022
1418,122,79,13,29.909433317413363
1419,122,80,12,139.4817760610674
1420,123,80,12,107.95793688260417
1421,123,81,12,25.696039214857564
1422,124,81,12,162.0261456081481
1423,124,82,12,3.766473528124024
1424,125,82,12,46.532947024294174
1425,125,83,12,71.03963637009852
1426,126,83,12,148.41779638652906
1427,126,84,12,39.68306812926514
1428,126,84,12,39.68306812926514
1429,126,83,12,148.41779638652906
1430,127,83,11,57.59377969903066
1431,127,84,274,135.46368121182843
1432,128,84,11,35.98015716434731
1433,129,84,11,170.67103469538412
1434,129,85,11,10.825939539983445
1435,130,85,11,106.52576582847354
1436,130,84,11,21.644326191882882
1437,131,84,11,39.92316472229173
1438,132,84,11,24.39412342035146
1439,133,84,11,6.931984439963225
1440,134,84,11,155.2623865869113
1441,134,83,11,66.08174087473459
1442,135,83,107,1.5173502761516349
1443,135,83,107,1.5173502761516349
1444,136,83,10,39.85843125171024
1445,137,83,9,71.91974066205567
1446,142,82,134,49.75412964863082
1447,141,82,8,130.96224923381925
1448,141,83,9,35.69777376306516
1449,140,83,9,7.0878672729710885
1450,139,83,9,46.813498617365696
1451,138,83,9,19.798539118968936
1452,137,83,9,71.91974066205567
1453,142,82,134,49.75412964863082
1454,141,82,8,130.96224923381925
1455,141,81,471,10.609579718899147
1456,141,81,471,10.609579718899147
1457,141,80,7,107.24841641054417
1458,142,80,7,4.730622151523474
1459,143,80,7,19.808753520751957
1460,144,80,6,11.77518748347224
1461,144,80,6,11.77518748347224
1462,144,80,6,11.77518748347224
1463,144,79,5,76.32382578706496
1464,145,79,553,94.57280110224235
1465,145,78,4,21.55402979103359
1466,145,78,4,21.55402979103359
1467,145,77,4,90.81236820849716
1468,145,76,4,144.22340575139125
1469,144,76,4,64.27367635633121
1470,145,75,4,2.948722305114438
1471,146,75,3,8.406847286410152
1472,148,73,3,5.383092377194715
1473,147,73,3,99.11394542393724
1474,147,74,3,62.17321579686838
1475,148,74,3,162.74957913497684
1476,148,75,3,42.53086752468221
1477,147,75,3,39.63767961129035
1478,146,75,3,8.406847286410152
1479,148,73,3,5.383092377194715
1480,149,73,2,166.41813746842269
1481,149,74,2,74.0986703149913
1482,150,74,2,116.72210569140097
1483,150,73,2,65.06288380632972
1484,151,73,2,19.260149636746625
1485,152,73,2,97.29137452219415
1486,153,73,2,77.23198028538988
1487,153,72,2,15.85435590280401
1488,153,71,2,122.76790312427538
1489,154,71,2,60.67966303323764
1490,155,71,2,29.580052499373096
1491,156,71,2,19.899545936656473
1492,157,71,2,27.3594495110826
1493,158,71,2,38.60518827242992
1494,158,71,2,38.60518827242992
1495,159,71,1,149.9147788454293
1496,159,72,1,27.429090827870464
1497,160,72,1,72.46775174630177
1498,161,72,1,127.710251659789
1499,161,73,1,80.24103848694698
1500,162,73,1,23.10706821635087
1501,163,73,1,71.78600035526607
1502,163,74,1,109.93120067041984
1503,162,74,1,100.33205310646328
1504,162,75,1,87.43605914831782
