reach,gwf_q_m3d
1316,8.931605346966606
1317,-769.9784392577802
1318,3801.604804956645
1319,2161.311290853808
1320,543.6469763739507
1321,-239.0733781186984
1322,-4643.342080884248
1323,2202.4625162244624
1324,1278.0936610264516
1325,548.2140192522606
1326,1237.0334757610092
1327,924.903634873575
1328,-392.2373409512058
1329,1066.1952879779378
1330,113.50942360267379
1331,-453.3124405670875
1332,2254.8811334921834
1333,1226.0106799986204
1334,1030.6823637845696
1335,312.3885529962966
1336,550.9298514494392
1337,-833.0344943000337
1338,1764.3184684996038
1339,1451.3364017827587
1340,-761.785105267343
1341,-46.07886365635403
1342,190.64330055971894
1343,1323.5994310774242
