site_no,vpuid,nested_usable_gauges,basin_huc12s,drainage_km2
10160500,1602,23,22,1571.3
10160800,1602,23,22,1571.3
10161000,1602,23,22,1571.3
09133000,1402,23,22,1869.1
09112200,1402,23,23,1985.7
09112500,1402,23,23,1985.7
384609106520001,1402,23,23,1985.7
384611106520501,1402,23,23,1985.7
384658106521901,1402,23,23,1985.7
11463980,1801,23,24,2056.5
11464000,1801,23,24,2056.5
10300000,1605,23,25,2101.4
384542119175401,1605,23,25,2101.4
11071760,1807,23,22,2406.6
11072000,1807,23,22,2406.6
14337600,1710,23,35,2817.5
14338100,1710,23,35,2817.5
09240020,1405,23,36,2871.3
13297380,1706,23,40,2979.6
09363500,1408,23,40,3091.2
09205000,1404,23,30,3263.1
14234810,1708,23,47,3594.7
14235000,1708,23,47,3594.7
14237000,1708,23,47,3594.7
10262700,1809,23,39,3783.7
09443000,1504,23,40,4275.1
09443938,1504,23,40,4275.1
09328400,1406,23,41,4323.1
09328500,1406,23,41,4323.1
10028500,1601,23,47,5383.4
08382650,1306,23,71,6751.0
08382800,1306,23,71,6751.0
08382830,1306,23,71,6751.0
08383000,1306,23,71,6751.0
07182395,1107,23,63,7324.5
09472050,1505,23,92,8046.9
06099500,1003,23,81,8245.7
06916000,1029,23,78,8385.3
10251375,1809,23,82,8879.0
09386300,1502,23,98,8915.8
06478526,1017,23,149,13896.7
06479097,1017,23,149,13896.7
07245000,1109,23,172,16804.7
06780500,1021,23,192,19781.1
07240200,1110,23,271,27158.9
07241000,1110,23,271,27158.9
12305000,1701,23,216,30493.0
06720990,1019,22,3,280.2
11060900,1807,22,5,420.9
11060901,1807,22,5,420.9
11060910,1807,22,5,420.9
11061000,1807,22,5,420.9
11062000,1807,22,5,420.9
11062001,1807,22,5,420.9
11062200,1807,22,5,420.9
11062300,1807,22,5,420.9
11062399,1807,22,5,420.9
11062400,1807,22,5,420.9
11062401,1807,22,5,420.9
11062402,1807,22,5,420.9
11062411,1807,22,5,420.9
11062450,1807,22,5,420.9
11062700,1807,22,5,420.9
11062800,1807,22,5,420.9
11062810,1807,22,5,420.9
11062820,1807,22,5,420.9
12119000,1711,22,7,482.6
11294400,1804,22,6,704.9
11294500,1804,22,6,704.9
11295000,1804,22,6,704.9
11295100,1804,22,6,704.9
11295240,1804,22,6,704.9
11295270,1804,22,6,704.9
11295300,1804,22,6,704.9
11295340,1804,22,6,704.9
11049500,1807,22,9,804.9
11049590,1807,22,9,804.9
11051499,1807,22,9,804.9
11051501,1807,22,9,804.9
11051502,1807,22,9,804.9
11051503,1807,22,9,804.9
11051600,1807,22,9,804.9
11055000,1807,22,9,804.9
11055350,1807,22,9,804.9
11055351,1807,22,9,804.9
11056000,1807,22,9,804.9
14313600,1710,22,21,1163.5
14314000,1710,22,21,1163.5
14314010,1710,22,21,1163.5
14315500,1710,22,21,1163.5
14315700,1710,22,21,1163.5
14186110,1709,22,21,1272.8
14186200,1709,22,21,1272.8
14186500,1709,22,21,1272.8
06050200,1002,22,13,1273.0
06050400,1002,22,13,1273.0
06050450,1002,22,13,1273.0
06052050,1002,22,13,1273.0
12134500,1711,22,19,1889.8
12138500,1711,22,19,1889.8
12027500,1710,22,29,2543.1
12028060,1710,22,29,2543.1
09301500,1406,22,33,2728.5
11271360,1804,22,37,3291.4
11271500,1804,22,37,3291.4
11272500,1804,22,37,3291.4
11273500,1804,22,37,3291.4
10262500,1809,22,36,3412.0
10262600,1809,22,36,3412.0
13142500,1704,22,56,4260.8
13143000,1704,22,56,4260.8
14312000,1710,22,65,4661.3
14312256,1710,22,65,4661.3
14312260,1710,22,65,4661.3
14312330,1710,22,65,4661.3
11140600,1806,22,59,4739.5
11140800,1806,22,59,4739.5
11141000,1806,22,59,4739.5
10026500,1601,22,43,4871.9
06701900,1019,22,55,5340.0
06284200,1008,22,51,5487.9
06284400,1008,22,51,5487.9
14019200,1707,22,65,5661.2
14019220,1707,22,65,5661.2
12351200,1701,22,72,6159.0
07188000,1107,22,65,6614.9
07188005,1107,22,65,6614.9
07188007,1107,22,65,6614.9
06123500,1004,22,69,6838.6
07182390,1107,22,61,7097.2
06026400,1002,22,86,7227.8
06026420,1002,22,86,7227.8
09472000,1505,22,90,7920.0
06481000,1017,22,82,7959.3
06934000,1029,22,80,8376.9
10251300,1809,22,81,8819.8
10251330,1809,22,81,8819.8
09259950,1405,22,81,9426.9
06470500,1016,22,97,9601.1
09415900,1501,22,105,10017.5
09415908,1501,22,105,10017.5
09415910,1501,22,105,10017.5
09415915,1501,22,105,10017.5
09415920,1501,22,105,10017.5
09415927,1501,22,105,10017.5
09415950,1501,22,105,10017.5
09416000,1501,22,105,10017.5
09416500,1501,22,105,10017.5
14087400,1707,22,128,10703.8
14087500,1707,22,128,10703.8
09328990,1407,22,158,13220.9
06866500,1026,22,143,17015.2
06900800,1028,22,200,17877.9
06866000,1026,22,153,18061.9
06461595,1015,22,197,20975.6
06462000,1015,22,197,20975.6
06401500,1012,22,197,24086.3
08437700,1307,22,211,25185.9
06327450,1010,22,309,27429.1
06327500,1010,22,309,27429.1
12409500,1702,22,253,53978.6
06720820,1019,21,2,188.7
16016000,2007,21,3,221.8
16017000,2007,21,3,221.8
16019000,2007,21,3,221.8
16020000,2007,21,3,221.8
16021000,2007,21,3,221.8
16022000,2007,21,3,221.8
16027000,2007,21,3,221.8
16028000,2007,21,3,221.8
16029000,2007,21,3,221.8
16029100,2007,21,3,221.8
16031000,2007,21,3,221.8
16031001,2007,21,3,221.8
09066300,1401,21,3,263.9
09066310,1401,21,3,263.9
09066325,1401,21,3,263.9
09066400,1401,21,3,263.9
09066500,1401,21,3,263.9
09066510,1401,21,3,263.9
393830106224701,1401,21,3,263.9
393834106230201,1401,21,3,263.9
12118300,1711,21,6,382.1
12118400,1711,21,6,382.1
12118500,1711,21,6,382.1
09047000,1401,21,12,864.5
09048000,1401,21,12,864.5
09050500,1401,21,12,864.5
11376450,1802,21,12,956.0
11376458,1802,21,12,956.0
11376490,1802,21,12,956.0
11376500,1802,21,12,956.0
11376550,1802,21,12,956.0
06719000,1019,21,12,965.9
06893600,1030,21,11,1035.7
06893619,1030,21,11,1035.7
06893620,1030,21,11,1035.7
14180510,1709,21,17,1161.6
14180520,1709,21,17,1161.6
14181350,1709,21,17,1161.6
06252000,1008,21,10,1175.2
06252500,1008,21,10,1175.2
06253000,1008,21,10,1175.2
06253500,1008,21,10,1175.2
11128000,1806,21,20,1585.0
11128400,1806,21,20,1585.0
11128500,1806,21,20,1585.0
11129500,1806,21,20,1585.0
10298000,1605,21,23,1932.2
10298500,1605,21,23,1932.2
10298600,1605,21,23,1932.2
384421119202601,1605,21,23,1932.2
384426119195401,1605,21,23,1932.2
384432119212801,1605,21,23,1932.2
384456119222101,1605,21,23,1932.2
384503119231401,1605,21,23,1932.2
384520119224401,1605,21,23,1932.2
384523119215501,1605,21,23,1932.2
06803495,1020,21,21,1953.9
06803500,1020,21,21,1953.9
06803502,1020,21,21,1953.9
06803513,1020,21,21,1953.9
404824096380001,1020,21,21,1953.9
06744000,1019,21,30,2154.4
11071900,1807,21,20,2188.8
07196500,1111,21,30,2527.7
14220500,1708,21,39,2719.6
12324200,1701,21,31,2837.0
09149500,1402,21,32,2890.3
07091500,1102,21,33,3025.1
06293890,1008,21,33,3361.4
14027000,1707,21,48,3638.7
14029000,1707,21,48,3638.7
14030000,1707,21,48,3638.7
14030500,1707,21,48,3638.7
09328100,1406,21,35,3679.4
06234000,1008,21,48,4969.9
06235500,1008,21,48,4969.9
06701500,1019,21,54,5242.5
06701550,1019,21,54,5242.5
11187500,1803,21,56,5566.1
11191000,1803,21,56,5566.1
11191001,1803,21,56,5566.1
06227810,1008,21,54,5990.4
06228000,1008,21,54,5990.4
372833105455800,1301,21,80,6042.3
13351000,1706,21,73,6231.6
06340590,1013,21,74,6487.8
09471800,1505,21,74,6500.7
07068800,1101,21,71,6781.4
06933500,1029,21,72,7424.2
06915800,1029,21,69,7468.2
09259700,1405,21,72,8492.2
06349000,1013,21,92,8676.0
06349002,1013,21,92,8676.0
10205000,1603,21,110,9099.9
06470475,1016,21,96,9469.2
06018500,1002,21,113,9642.4
08087300,1206,21,136,14858.4
07161450,1105,21,164,15814.7
06876900,1026,21,163,17482.6
06800500,1022,21,179,17747.4
06800800,1022,21,179,17747.4
411351096164101,1022,21,179,17747.4
06115200,1004,21,183,18534.8
06865500,1026,21,169,19406.3
13184000,1705,21,294,27339.7
07239700,1110,21,284,28523.5
07239500,1110,21,310,31797.9
12405500,1702,21,248,53512.1
06720690,1019,20,1,91.7
06720700,1019,20,1,91.7
06720780,1019,20,1,91.7
06720790,1019,20,1,91.7
395240105095500,1019,20,1,91.7
395246105111800,1019,20,1,91.7
395253105095500,1019,20,1,91.7
395253105131700,1019,20,1,91.7
395301105120800,1019,20,1,91.7
395304105105100,1019,20,1,91.7
395306105131700,1019,20,1,91.7
395308105123100,1019,20,1,91.7
395309105114100,1019,20,1,91.7
395313105110500,1019,20,1,91.7
395332105124600,1019,20,1,91.7
395342105110800,1019,20,1,91.7
395347105120900,1019,20,1,91.7
395349105114900,1019,20,1,91.7
395358105110500,1019,20,1,91.7
395403105104700,1019,20,1,91.7
395407105095900,1019,20,1,91.7
11439000,1802,20,8,700.3
11439500,1802,20,8,700.3
11439501,1802,20,8,700.3
11439510,1802,20,8,700.3
11440480,1802,20,8,700.3
11440500,1802,20,8,700.3
11440530,1802,20,8,700.3
11440550,1802,20,8,700.3
09011500,1401,20,8,807.4
09014000,1401,20,8,807.4
09014050,1401,20,8,807.4
09015000,1401,20,8,807.4
09015500,1401,20,8,807.4
09016000,1401,20,8,807.4
09017000,1401,20,8,807.4
06717500,1019,20,11,859.8
06718000,1019,20,11,859.8
06718300,1019,20,11,859.8
10308200,1605,20,10,911.5
10308201,1605,20,10,911.5
09075500,1401,20,13,954.0
09076300,1401,20,13,954.0
09076520,1401,20,13,954.0
11070375,1807,20,17,1880.2
11070500,1807,20,17,1880.2
09313600,1406,20,28,1896.1
13126500,1704,20,23,2220.6
13127000,1704,20,23,2220.6
13127500,1704,20,23,2220.6
13128000,1704,20,23,2220.6
13128500,1704,20,23,2220.6
13128900,1704,20,23,2220.6
13129000,1704,20,23,2220.6
13129500,1704,20,23,2220.6
414500112000000,1601,20,27,2288.1
414500112000100,1601,20,27,2288.1
414500112000200,1601,20,27,2288.1
07196320,1111,20,28,2321.6
11458370,1805,20,25,2326.8
11459150,1805,20,25,2326.8
09386000,1502,20,34,2512.8
09386030,1502,20,34,2512.8
07091200,1102,20,32,2848.2
10262000,1809,20,33,3168.1
06293500,1008,20,32,3196.3
06293900,1008,20,32,3196.3
09346400,1408,20,45,3323.1
13075500,1704,20,38,3400.0
13075900,1704,20,38,3400.0
13075910,1704,20,38,3400.0
11527000,1801,20,41,3724.4
08393500,1306,20,39,4208.5
08393610,1306,20,39,4208.5
14066500,1707,20,61,4262.9
14068500,1707,20,61,4262.9
13106000,1704,20,55,4524.1
12449950,1702,20,51,4713.8
12450480,1702,20,51,4713.8
12450500,1702,20,51,4713.8
09257000,1405,20,45,5329.6
09259049,1405,20,45,5329.6
09259050,1405,20,45,5329.6
09471590,1505,20,63,5470.8
12351000,1701,20,66,5682.6
13350000,1706,20,70,5976.7
13013650,1704,20,58,6044.0
13014000,1704,20,58,6044.0
13015500,1704,20,58,6044.0
13016310,1704,20,58,6044.0
06480000,1017,20,69,6821.5
11351945,1802,20,75,6944.7
11351946,1802,20,75,6944.7
11351948,1802,20,75,6944.7
11351950,1802,20,75,6944.7
11352000,1802,20,75,6944.7
06026206,1002,20,83,6980.2
06026210,1002,20,83,6980.2
06770000,1020,20,65,7373.8
06770175,1020,20,65,7373.8
06470425,1016,20,89,8775.5
06192500,1007,20,88,9194.8
08188000,1210,20,90,9237.9
06018000,1002,20,110,9370.0
09225000,1404,20,80,9512.2
14087300,1707,20,127,10621.3
14087380,1707,20,127,10621.3
09333500,1407,20,133,11220.8
06313590,1009,20,99,11686.2
08177520,1210,20,148,15198.4
07161000,1105,20,161,15534.1
06876440,1026,20,160,17153.8
06864500,1026,20,170,19399.4
12446000,1702,20,230,19791.4
06461500,1015,20,190,20212.2
13183000,1705,20,290,26956.0
07239450,1110,20,317,32428.0
12090500,1711,19,2,264.5
12091000,1711,19,2,264.5
12091040,1711,19,2,264.5
12091050,1711,19,2,264.5
12091060,1711,19,2,264.5
12091070,1711,19,2,264.5
12091100,1711,19,2,264.5
12091180,1711,19,2,264.5
12091200,1711,19,2,264.5
12091290,1711,19,2,264.5
12091300,1711,19,2,264.5
12091500,1711,19,2,264.5
11208500,1803,19,9,725.6
11208565,1803,19,9,725.6
11208570,1803,19,9,725.6
11208600,1803,19,9,725.6
11208601,1803,19,9,725.6
11208800,1803,19,9,725.6
11208818,1803,19,9,725.6
11423800,1802,19,12,1228.2
11424000,1802,19,12,1228.2
12144500,1711,19,15,1299.4
12146000,1711,19,15,1299.4
09313520,1406,19,19,1377.4
10159500,1602,19,20,1437.5
11040700,1807,19,14,1447.3
11041000,1807,19,14,1447.3
11042000,1807,19,14,1447.3
09300500,1406,19,18,1486.9
09279150,1406,19,22,1660.3
09306222,1405,19,21,1690.4
09201000,1404,19,17,1798.0
11463500,1801,19,21,1805.5
11463682,1801,19,21,1805.5
13256500,1705,19,25,1930.0
13258000,1705,19,25,1930.0
13258500,1705,19,25,1930.0
13140500,1704,19,28,2167.8
13140800,1704,19,28,2167.8
13140900,1704,19,28,2167.8
13141000,1704,19,28,2167.8
07196090,1111,19,27,2208.8
08263500,1302,19,21,2270.7
10261800,1809,19,25,2377.1
10261900,1809,19,25,2377.1
09325100,1406,19,23,2515.0
09328000,1406,19,23,2515.0
09304800,1405,19,31,2818.9
06324000,1009,19,27,2987.9
09419650,1501,19,23,3044.9
09419655,1501,19,23,3044.9
094196557,1501,19,23,3044.9
09419656,1501,19,23,3044.9
09419658,1501,19,23,3044.9
09419665,1501,19,23,3044.9
094196781,1501,19,23,3044.9
094196783,1501,19,23,3044.9
10133500,1602,19,40,3165.1
10133550,1602,19,40,3165.1
09175500,1403,19,41,3315.6
13314300,1706,19,44,3392.0
09442956,1504,19,38,3996.3
09442958,1504,19,38,3996.3
09442960,1504,19,38,3996.3
13105500,1704,19,52,4104.0
14018500,1707,19,53,4358.7
06752500,1019,19,53,4892.7
07126300,1102,19,63,4952.4
06283995,1008,19,47,5041.6
06284000,1008,19,47,5041.6
06284010,1008,19,47,5041.6
09471580,1505,19,62,5368.5
12485500,1703,19,52,5539.5
12486500,1703,19,52,5539.5
12487000,1703,19,52,5539.5
06226500,1008,19,53,5791.1
06227596,1008,19,53,5791.1
06227600,1008,19,53,5791.1
12340000,1701,19,89,5989.2
07187600,1107,19,63,6454.5
07350000,1114,19,68,6822.0
07350020,1114,19,68,6822.0
13168500,1705,19,85,7064.2
13168600,1705,19,85,7064.2
13169000,1705,19,85,7064.2
09514000,1507,19,77,7178.0
09514100,1507,19,77,7178.0
10195500,1603,19,92,7473.1
09224700,1404,19,65,7769.7
06017000,1002,19,101,8639.0
06602400,1023,19,108,9252.8
06607500,1023,19,108,9252.8
06607510,1023,19,108,9252.8
09333000,1407,19,103,9263.9
12472500,1702,19,117,11031.2
12472600,1702,19,117,11031.2
14046500,1707,19,178,13334.4
08353000,1302,19,164,16675.8
06864000,1026,19,159,18092.4
06864050,1026,19,159,18092.4
06461150,1015,19,189,20130.4
425429100235301,1015,19,189,20130.4
07152500,1106,19,214,22911.9
13182000,1705,19,266,24832.5
07239300,1110,19,329,33401.0
16585000,2002,18,1,43.9
16586000,2002,18,1,43.9
16587000,2002,18,1,43.9
16588000,2002,18,1,43.9
16589000,2002,18,1,43.9
16590000,2002,18,1,43.9
16591000,2002,18,1,43.9
16592000,2002,18,1,43.9
16593000,2002,18,1,43.9
16594000,2002,18,1,43.9
16595000,2002,18,1,43.9
16595100,2002,18,1,43.9
16595200,2002,18,1,43.9
16596000,2002,18,1,43.9
16596200,2002,18,1,43.9
16602000,2002,18,1,43.9
205548156143901,2002,18,1,43.9
205549156143601,2002,18,1,43.9
205549156143602,2002,18,1,43.9
12117500,1711,18,5,344.4
12117600,1711,18,5,344.4
12117700,1711,18,5,344.4
12117800,1711,18,5,344.4
12117820,1711,18,5,344.4
12118000,1711,18,5,344.4
11396310,1802,18,6,406.9
11396500,1802,18,6,406.9
11397000,1802,18,6,406.9
11408850,1802,18,7,544.3
11408870,1802,18,7,544.3
11408880,1802,18,7,544.3
11409000,1802,18,7,544.3
11409001,1802,18,7,544.3
11410000,1802,18,7,544.3
11410001,1802,18,7,544.3
09271400,1406,18,14,920.3
09271425,1406,18,14,920.3
402427109260201,1406,18,14,920.3
11316670,1804,18,11,966.3
11316700,1804,18,11,966.3
14179100,1709,18,16,1073.8
11176340,1805,18,14,1085.3
11176350,1805,18,14,1085.3
11176900,1805,18,14,1085.3
11177000,1805,18,14,1085.3
11177200,1805,18,14,1085.3
06730500,1019,18,16,1158.6
09313000,1406,18,18,1301.9
11449460,1802,18,19,1329.1
11450500,1802,18,19,1329.1
11451000,1802,18,19,1329.1
12331500,1701,18,23,1329.7
12331590,1701,18,23,1329.7
09306200,1405,18,16,1357.3
09306202,1405,18,16,1357.3
09306203,1405,18,16,1357.3
06741510,1019,18,20,1480.3
06320400,1009,18,18,1811.0
14219500,1708,18,30,1892.3
09304200,1405,18,23,2094.9
09304500,1405,18,23,2094.9
09304600,1405,18,23,2094.9
13296500,1706,18,29,2119.7
09385000,1502,18,32,2148.3
09385500,1502,18,32,2148.3
09385700,1502,18,32,2148.3
09385701,1502,18,32,2148.3
09486055,1505,18,25,2383.1
08074610,1204,18,24,2598.2
08074710,1204,18,24,2598.2
06045300,1002,18,33,2847.2
06045350,1002,18,33,2847.2
06045400,1002,18,33,2847.2
06045500,1002,18,33,2847.2
06046000,1002,18,33,2847.2
06046100,1002,18,33,2847.2
06046400,1002,18,33,2847.2
11526000,1801,18,32,2946.0
11526250,1801,18,32,2946.0
11526400,1801,18,32,2946.0
13314000,1706,18,42,3180.0
06752000,1019,18,40,3220.1
06752260,1019,18,40,3220.1
06752280,1019,18,40,3220.1
12178600,1711,18,37,3325.9
12178900,1711,18,37,3325.9
12179000,1711,18,37,3325.9
13102000,1704,18,46,3648.8
13102500,1704,18,46,3648.8
13103500,1704,18,46,3648.8
13104500,1704,18,46,3648.8
13105000,1704,18,46,3648.8
14065500,1707,18,59,4102.7
14066000,1707,18,59,4102.7
11140585,1806,18,54,4300.3
09471565,1505,18,59,5010.5
12350250,1701,18,61,5280.1
11188000,1803,18,53,5368.4
12339800,1701,18,81,5406.6
06635000,1018,18,52,5907.2
06042500,1002,18,73,6614.4
06768035,1020,18,62,6966.5
09224500,1404,18,61,7166.5
10318500,1604,18,83,7295.8
06470100,1016,18,74,7630.0
06348300,1013,18,82,7708.3
07325500,1113,18,76,8153.2
06313500,1009,18,77,9004.3
09442000,1504,18,99,10444.4
441944120540100,1707,18,126,10449.8
442038120571500,1707,18,126,10449.8
06876070,1026,18,137,14734.3
08352500,1302,18,150,15076.5
06115000,1004,18,167,16817.5
13181000,1705,18,220,19772.4
08041000,1202,18,194,20604.4
06337300,1011,18,242,23436.5
07239200,1110,18,330,33462.4
08211502,1211,18,390,38945.6
07103780,1102,17,5,433.0
07103784,1102,17,5,433.0
07103785,1102,17,5,433.0
07103790,1102,17,5,433.0
07103791,1102,17,5,433.0
07103792,1102,17,5,433.0
07103930,1102,17,5,433.0
07103940,1102,17,5,433.0
08301000,1302,17,4,442.8
09037200,1401,17,7,599.8
09037500,1401,17,7,599.8
09038500,1401,17,7,599.8
10255890,1810,17,8,681.1
10255895,1810,17,8,681.1
10255897,1810,17,8,681.1
10255900,1810,17,8,681.1
10256000,1810,17,8,681.1
10256050,1810,17,8,681.1
10256060,1810,17,8,681.1
14186000,1709,17,11,712.8
06893000,1030,17,7,785.9
06893060,1030,17,7,785.9
12387500,1701,17,9,900.0
08258500,1302,17,10,1006.0
08258600,1302,17,10,1006.0
08259000,1302,17,10,1006.0
08259500,1302,17,10,1006.0
08259600,1302,17,10,1006.0
06246800,1008,17,8,1017.6
06247000,1008,17,8,1017.6
06247500,1008,17,8,1017.6
06248000,1008,17,8,1017.6
06248500,1008,17,8,1017.6
06249000,1008,17,8,1017.6
06249500,1008,17,8,1017.6
06250000,1008,17,8,1017.6
06250500,1008,17,8,1017.6
06251000,1008,17,8,1017.6
06251500,1008,17,8,1017.6
06305500,1009,17,9,1079.3
06305700,1009,17,9,1079.3
10261500,1809,17,12,1157.1
11232000,1804,17,10,1196.8
11413500,1802,17,13,1271.3
11413517,1802,17,13,1271.3
11413520,1802,17,13,1271.3
14242500,1708,17,16,1325.9
14242511,1708,17,16,1325.9
14242512,1708,17,16,1325.9
14242513,1708,17,16,1325.9
14242580,1708,17,16,1325.9
14242690,1708,17,16,1325.9
06741500,1019,17,19,1365.4
09239400,1405,17,20,1546.1
09239500,1405,17,20,1546.1
11463000,1801,17,19,1580.4
12210500,1711,17,20,1617.7
12210700,1711,17,20,1617.7
12210900,1711,17,20,1617.7
10216210,1603,17,26,1881.6
09362520,1408,17,27,2043.9
09362550,1408,17,27,2043.9
10107400,1601,17,25,2198.6
10107500,1601,17,25,2198.6
09485550,1505,17,24,2307.8
09485571,1505,17,24,2307.8
09485700,1505,17,24,2307.8
09485850,1505,17,24,2307.8
14149010,1709,17,30,2742.5
14149011,1709,17,30,2742.5
14149510,1709,17,30,2742.5
14150000,1709,17,30,2742.5
09174600,1403,17,35,2766.3
09406000,1501,17,29,2785.8
09406100,1501,17,29,2785.8
09407800,1501,17,29,2785.8
11270800,1804,17,33,2898.2
11270900,1804,17,33,2898.2
11271290,1804,17,33,2898.2
13313800,1706,17,39,2904.2
10020500,1601,17,25,2917.3
10020100,1601,17,25,2917.3
10020300,1601,17,25,2917.3
13305310,1706,17,40,3267.7
13305500,1706,17,40,3267.7
14025500,1707,17,44,3356.6
14026000,1707,17,44,3356.6
06085800,1003,17,48,3720.0
06086000,1003,17,48,3720.0
06086500,1003,17,48,3720.0
06087500,1003,17,48,3720.0
06122800,1004,17,40,3932.9
06123000,1004,17,40,3932.9
06123030,1004,17,40,3932.9
12449760,1702,17,44,4114.3
06700000,1019,17,47,4553.6
09471500,1505,17,55,4600.6
09471550,1505,17,55,4600.6
09471560,1505,17,55,4600.6
12339450,1701,17,75,4940.0
12339500,1701,17,75,4940.0
07325000,1113,17,49,5443.1
06634990,1018,17,50,5636.0
13193500,1705,17,88,5739.2
