site_no,vpuid,nested_usable_gauges,basin_huc12s,drainage_km2
09367950,1408,16,110,11792.7
09367958,1408,16,110,11792.7
07307028,1112,16,113,12371.0
08176000,1210,16,124,12897.3
06875900,1026,16,126,13776.3
08435500,1307,16,125,14992.1
06337000,1011,16,223,21593.2
12303000,1701,16,178,27009.7
07238000,1110,16,320,32329.4
08211100,1211,16,397,39729.9
16237600,2006,15,1,48.8
16238000,2006,15,1,48.8
16238500,2006,15,1,48.8
16239500,2006,15,1,48.8
16240500,2006,15,1,48.8
16240501,2006,15,1,48.8
16241600,2006,15,1,48.8
16242000,2006,15,1,48.8
16242500,2006,15,1,48.8
16244000,2006,15,1,48.8
16246000,2006,15,1,48.8
16247000,2006,15,1,48.8
16247100,2006,15,1,48.8
16247130,2006,15,1,48.8
16247140,2006,15,1,48.8
16247150,2006,15,1,48.8
11087100,1807,15,3,337.7
11101180,1807,15,3,337.7
11101250,1807,15,3,337.7
11101380,1807,15,3,337.7
11101500,1807,15,3,337.7
11102000,1807,15,3,337.7
11102250,1807,15,3,337.7
11102300,1807,15,3,337.7
11102500,1807,15,3,337.7
11421900,1802,15,4,385.3
11422000,1802,15,4,385.3
11422500,1802,15,4,385.3
11423000,1802,15,4,385.3
10349495,1605,15,6,516.6
10349790,1605,15,6,516.6
10349849,1605,15,6,516.6
10349980,1605,15,6,516.6
10349995,1605,15,6,516.6
11214900,1803,15,5,603.7
11215000,1803,15,5,603.7
11215500,1803,15,5,603.7
11215800,1803,15,5,603.7
11215810,1803,15,5,603.7
11215820,1803,15,5,603.7
11215830,1803,15,5,603.7
11215840,1803,15,5,603.7
11216000,1803,15,5,603.7
11216050,1803,15,5,603.7
11465500,1801,15,6,658.3
11466800,1801,15,6,658.3
06893578,1030,15,6,700.6
06893590,1030,15,6,700.6
09271000,1406,15,12,702.6
12383000,1701,15,7,720.3
12383500,1701,15,7,720.3
12384000,1701,15,7,720.3
12384500,1701,15,7,720.4
12385500,1701,15,7,720.4
12387200,1701,15,7,720.4
12413210,1701,15,8,773.9
12413250,1701,15,8,773.9
12413300,1701,15,8,773.9
12413355,1701,15,8,773.9
12413470,1701,15,8,773.9
10139300,1602,15,11,863.0
10139500,1602,15,11,863.0
10140000,1602,15,11,863.0
10140100,1602,15,11,863.0
10140700,1602,15,11,863.0
411513111503201,1602,15,11,863.0
411515111503201,1602,15,11,863.0
12330500,1701,15,14,874.9
12331000,1701,15,14,874.9
06302500,1009,15,8,921.2
12097850,1711,15,10,1105.2
12098500,1711,15,10,1105.2
12098700,1711,15,10,1105.2
12098910,1711,15,10,1105.2
12098920,1711,15,10,1105.2
12099100,1711,15,10,1105.2
12099200,1711,15,10,1105.2
12099300,1711,15,10,1105.2
12099400,1711,15,10,1105.2
12099500,1711,15,10,1105.2
12099600,1711,15,10,1105.2
14217812,1708,15,22,1327.7
14218000,1708,15,22,1327.7
11098500,1807,15,16,1609.9
11108000,1807,15,17,1685.4
11108500,1807,15,17,1685.4
11109000,1807,15,17,1685.4
12025100,1710,15,19,1687.1
09361500,1408,15,26,1986.2
11406880,1802,15,17,2121.8
11406890,1802,15,17,2121.8
11406900,1802,15,17,2121.8
08390500,1306,15,24,2500.8
08390800,1306,15,24,2500.8
13155750,1705,15,31,2602.9
13155800,1705,15,31,2602.9
13055000,1704,15,36,2682.0
13055500,1704,15,31,2836.1
07178200,1107,15,31,2949.5
13074400,1704,15,34,3011.4
10293500,1605,15,33,3109.9
10294000,1605,15,33,3109.9
10294500,1605,15,33,3109.9
10295000,1605,15,33,3109.9
385252119085001,1605,15,33,3109.9
385253119085101,1605,15,33,3109.9
385256119085001,1605,15,33,3109.9
12177000,1711,15,36,3240.7
12178000,1711,15,36,3240.7
12339000,1701,15,62,4005.4
07324400,1113,15,36,4055.9
06479770,1017,15,40,4094.3
12483500,1703,15,38,4118.1
12348200,1701,15,53,4562.0
07175500,1107,15,49,5092.2
09169500,1403,15,69,5589.5
09171100,1403,15,69,5589.5
06312500,1009,15,50,5775.5
06040800,1002,15,62,5790.6
06041000,1002,15,62,5790.6
09482950,1505,15,61,5884.9
09483000,1505,15,61,5884.9
09483010,1505,15,61,5884.9
06663500,1018,15,56,5892.7
09513700,1507,15,68,6040.4
10189001,1603,15,78,6206.2
10190500,1603,15,78,6206.2
10191500,1603,15,78,6206.2
06025500,1002,15,78,6489.6
06478523,1017,15,72,6963.6
06114700,1004,15,72,7158.6
08069500,1204,15,69,7258.2
06428200,1012,15,60,7772.1
09432000,1504,15,77,8468.2
09433000,1504,15,77,8468.2
07140000,1103,15,77,9035.4
07348490,1114,15,94,9242.3
07171400,1107,15,108,11284.9
07171500,1107,15,108,11284.9
07160000,1105,15,135,13001.5
09426620,1503,15,165,13478.5
09426650,1503,15,165,13478.5
06309000,1010,15,191,16408.5
06829500,1025,15,204,21234.3
16265000,2006,14,1,43.9
16265600,2006,14,1,43.9
16266000,2006,14,1,43.9
16270500,2006,14,1,43.9
16270900,2006,14,1,43.9
16272200,2006,14,1,43.9
16273900,2006,14,1,43.9
16273950,2006,14,1,43.9
16274000,2006,14,1,43.9
16274100,2006,14,1,43.9
16274950,2006,14,1,43.9
16275000,2006,14,1,43.9
16278000,2006,14,1,43.9
16278500,2006,14,1,43.9
16279200,2006,14,1,43.9
16720000,2001,14,1,66.2
16720300,2001,14,1,66.2
16720500,2001,14,1,66.2
16724800,2001,14,1,66.2
16725000,2001,14,1,66.2
16726000,2001,14,1,66.2
16727000,2001,14,1,66.2
16732200,2001,14,1,66.2
200612155362301,2001,14,1,66.2
200619155361701,2001,14,1,66.2
200619155361702,2001,14,1,66.2
200620155361801,2001,14,1,66.2
200648155354801,2001,14,1,66.2
200649155355701,2001,14,1,66.2
200650155354701,2001,14,1,66.2
16061000,2007,14,2,136.8
16062000,2007,14,2,136.8
16063000,2007,14,2,136.8
16064000,2007,14,2,136.8
16068000,2007,14,2,136.8
16069000,2007,14,2,136.8
16070000,2007,14,2,136.8
16071000,2007,14,2,136.8
16071500,2007,14,2,136.8
16100000,2007,14,2,136.8
10270885,1809,14,3,268.9
10270900,1809,14,3,268.9
10270940,1809,14,3,268.9
10270960,1809,14,3,268.9
10270970,1809,14,3,268.9
10270985,1809,14,3,268.9
10271060,1809,14,3,268.9
10271200,1809,14,3,268.9
10271210,1809,14,3,268.9
10271211,1809,14,3,268.9
14139940,1708,14,6,360.0
14140000,1708,14,6,360.0
14140001,1708,14,6,360.0
14140020,1708,14,6,360.0
14142000,1708,14,6,360.0
09037000,1401,14,5,427.7
06716500,1019,14,6,484.9
12107000,1711,14,11,706.1
14137000,1708,14,10,754.7
14137002,1708,14,10,754.7
06730200,1019,14,11,838.4
09306033,1405,14,10,887.6
09306036,1405,14,10,887.6
09306039,1405,14,10,887.6
09306042,1405,14,10,887.6
09306045,1405,14,10,887.6
09306061,1405,14,10,887.6
11083500,1807,14,11,913.2
11084000,1807,14,11,913.2
11084500,1807,14,11,913.2
11085000,1807,14,11,913.2
11039800,1807,14,9,1001.3
11040000,1807,14,9,1001.3
11413100,1802,14,11,1167.8
11413320,1802,14,11,1167.8
11413323,1802,14,11,1167.8
11413326,1802,14,11,1167.8
11413327,1802,14,11,1167.8
11125600,1806,14,16,1285.0
11125605,1806,14,16,1285.0
11126000,1806,14,16,1285.0
11126400,1806,14,16,1285.8
11127000,1806,14,16,1285.8
13256000,1705,14,18,1388.3
11097500,1807,14,15,1450.4
09304100,1405,14,18,1658.9
09304115,1405,14,18,1658.9
11044000,1807,14,20,1681.1
11044250,1807,14,20,1681.1
11044300,1807,14,20,1681.1
11044500,1807,14,20,1681.1
11044600,1807,14,20,1681.1
11454500,1802,14,20,1693.2
11455000,1802,14,20,1693.2
07195500,1111,14,22,1759.9
14335000,1710,14,21,1785.1
14335072,1710,14,21,1785.1
14335075,1710,14,21,1785.1
10132000,1602,14,23,1858.8
12189500,1711,14,21,1896.1
13140335,1704,14,26,1910.8
11276900,1804,14,24,1971.1
11278500,1804,14,24,1971.1
09384000,1502,14,31,1997.9
09384600,1502,14,31,1997.9
13305000,1706,14,26,2354.0
13246000,1705,14,33,2400.9
09288180,1406,14,30,2447.3
14233400,1708,14,36,2698.7
14233500,1708,14,36,2698.7
06433000,1012,14,21,2719.6
11269700,1804,14,32,2752.2
11270000,1804,14,32,2752.2
13049000,1704,14,30,2773.7
06890900,1027,14,41,2997.8
08106310,1207,14,30,3538.6
07324200,1113,14,32,3597.7
12338500,1701,14,59,3772.5
06282000,1008,14,43,4525.8
06282500,1008,14,43,4525.8
07068000,1101,14,59,5436.3
06662000,1018,14,53,5530.9
06347030,1013,14,65,5635.8
06340010,1013,14,67,5872.8
06340500,1013,14,67,5872.8
06015400,1002,14,73,6095.2
06478515,1017,14,70,6766.7
06428000,1012,14,58,7601.7
441917120532300,1707,14,97,7775.3
441923120534300,1707,14,97,7775.3
11502500,1801,14,80,7826.4
07347950,1114,14,85,8570.1
07312620,1113,14,80,8785.9
07312630,1113,14,80,8785.9
09367938,1408,14,97,10532.6
06354000,1013,14,117,10681.9
08022120,1201,14,102,10784.5
07341301,1114,14,108,10978.8
06447450,1014,14,189,16120.3
06395000,1012,14,146,19116.0
06828500,1025,14,203,21110.2
07157580,1104,14,213,22067.0
07157740,1104,14,233,24375.8
07237500,1110,14,305,30957.3
16101000,2007,13,1,85.8
16101003,2007,13,1,85.8
16102000,2007,13,1,85.8
16103000,2007,13,1,85.8
16104200,2007,13,1,85.8
16105000,2007,13,1,85.8
221151159300001,2007,13,1,85.8
221153159300001,2007,13,1,85.8
221154159300901,2007,13,1,85.8
221158159294401,2007,13,1,85.8
221202159293901,2007,13,1,85.8
221205159295001,2007,13,1,85.8
221224159283001,2007,13,1,85.8
221232159285001,2007,13,1,85.8
11408000,1802,13,1,130.5
11414410,1802,13,1,130.5
11414450,1802,13,1,130.5
11414470,1802,13,1,130.5
11414500,1802,13,1,130.5
11414700,1802,13,1,130.5
11415000,1802,13,1,130.5
11416000,1802,13,1,130.5
11416500,1802,13,1,130.5
11416585,1802,13,1,130.5
11416610,1802,13,1,130.5
11416620,1802,13,1,130.5
11416670,1802,13,1,130.5
11416700,1802,13,1,130.5
10308783,1605,13,1,132.1
103087835,1605,13,1,132.1
10308784,1605,13,1,132.1
10308785,1605,13,1,132.1
103087855,1605,13,1,132.1
103087865,1605,13,1,132.1
103087885,1605,13,1,132.1
103087889,1605,13,1,132.1
10308789,1605,13,1,132.1
103087891,1605,13,1,132.1
103087892,1605,13,1,132.1
10308792,1605,13,1,132.1
10308794,1605,13,1,132.1
10308800,1605,13,1,132.1
16200000,2006,13,1,151.3
16201000,2006,13,1,151.3
16203000,2006,13,1,151.3
16204000,2006,13,1,151.3
16206000,2006,13,1,151.3
16208000,2006,13,1,151.3
16208500,2006,13,1,151.3
16209000,2006,13,1,151.3
16210100,2006,13,1,151.3
16210200,2006,13,1,151.3
16210500,2006,13,1,151.3
16210900,2006,13,1,151.3
16211000,2006,13,1,151.3
16211003,2006,13,1,151.3
09032000,1401,13,2,172.6
09032001,1401,13,2,172.6
09032050,1401,13,2,172.6
09032100,1401,13,2,172.6
09032200,1401,13,2,172.6
09032300,1401,13,2,172.6
09032400,1401,13,2,172.6
09032500,1401,13,2,172.6
09032990,1401,13,2,172.6
09033000,1401,13,2,172.6
09033010,1401,13,2,172.6
09033100,1401,13,2,172.6
400016105490800,1401,13,2,172.6
09066100,1401,13,2,173.0
09066150,1401,13,2,173.0
09066200,1401,13,2,173.0
09066250,1401,13,2,173.0
393743106171301,1401,13,2,173.0
393815106180601,1401,13,2,173.0
393826106213501,1401,13,2,173.0
393832106182201,1401,13,2,173.0
393836106203901,1401,13,2,173.0
393837106200501,1401,13,2,173.0
393843106193101,1401,13,2,173.0
10167118,1602,13,2,211.0
10167122,1602,13,2,211.0
10167145,1602,13,2,211.0
10167146,1602,13,2,211.0
10168499,1602,13,2,211.0
10168500,1602,13,2,211.0
10168800,1602,13,2,211.0
10168832,1602,13,2,211.0
10168840,1602,13,2,211.0
10169000,1602,13,2,211.0
10169500,1602,13,2,211.0
11202700,1803,13,3,284.5
11202710,1803,13,3,284.5
11202711,1803,13,3,284.5
11202750,1803,13,3,284.5
11202751,1803,13,3,284.5
11202838,1803,13,3,284.5
09046600,1401,13,4,319.1
09046601,1401,13,4,319.1
11243405,1804,13,3,336.0
11245000,1804,13,3,336.0
11245300,1804,13,3,336.0
11246500,1804,13,3,336.0
11246570,1804,13,3,336.0
09036000,1401,13,4,361.5
11465750,1801,13,4,441.4
11466500,1801,13,4,441.4
09144200,1402,13,7,514.7
06423050,1012,13,7,542.9
06423060,1012,13,7,542.9
06423070,1012,13,7,542.9
06423075,1012,13,7,542.9
06423080,1012,13,7,542.9
06423090,1012,13,7,542.9
06423100,1012,13,7,542.9
06423120,1012,13,7,542.9
440639103014701,1012,13,7,542.9
11118400,1807,13,6,584.3
11118500,1807,13,6,584.3
11118501,1807,13,6,584.3
12105900,1711,13,10,612.5
12106000,1711,13,10,612.5
12106500,1711,13,10,612.5
12106700,1711,13,10,612.5
06893500,1030,13,5,629.1
06893557,1030,13,5,629.1
06893562,1030,13,5,629.1
06893564,1030,13,5,629.1
11292820,1804,13,11,914.5
11292860,1804,13,11,914.5
11292900,1804,13,11,914.5
11292901,1804,13,11,914.5
11293000,1804,13,11,914.5
11293200,1804,13,11,914.5
11295500,1804,13,11,914.5
11358500,1802,13,13,1152.4
11358700,1802,13,13,1152.4
11358800,1802,13,13,1152.4
11359100,1802,13,13,1152.4
11359120,1802,13,13,1152.4
11359200,1802,13,13,1152.4
11359300,1802,13,13,1152.4
11359500,1802,13,13,1152.4
09147500,1402,13,13,1162.0
14217500,1708,13,21,1232.6
11153650,1806,13,15,1322.9
11153700,1806,13,15,1322.9
07215100,1108,13,14,1336.0
07215500,1108,13,14,1336.0
07216500,1108,13,14,1336.0
11311000,1804,13,20,1369.6
07086000,1102,13,16,1412.9
07195400,1111,13,19,1512.6
07195430,1111,13,19,1512.6
13331450,1706,13,25,1722.7
13139000,1704,13,24,1775.3
13139500,1704,13,24,1775.3
13139510,1704,13,24,1775.3
12187500,1711,13,20,1778.8
10125700,1601,13,20,1827.8
10125800,1601,13,20,1827.8
13304700,1706,13,20,1900.3
08390020,1306,13,21,2228.1
08390100,1306,13,21,2228.1
14200000,1709,13,35,2265.7
13050000,1704,13,32,2299.3
13054805,1704,13,32,2299.3
13245500,1705,13,32,2343.8
14148000,1709,13,28,2409.8
11525655,1801,13,27,2433.9
11525854,1801,13,27,2433.9
14211000,1709,13,34,2440.0
14211010,1709,13,34,2440.0
11336000,1804,13,29,2460.2
09255200,1405,13,24,2595.7
07052500,1101,13,30,2630.2
13044000,1704,13,29,2655.3
11187000,1803,13,28,2657.9
13114500,1704,13,32,2732.6
4354421121621,1704,13,32,2732.6
4355501121634,1704,13,32,2732.6
4356251121645,1704,13,32,2732.6
06205000,1007,13,30,2760.8
07349374,1114,13,29,2954.0
07349377,1114,13,29,2954.0
07349910,1114,13,29,2954.0
09490500,1506,13,41,3239.8
12462500,1702,13,43,3440.5
07126000,1102,13,53,4090.2
12362500,1701,13,52,4344.6
07174700,1107,13,43,4509.0
07067000,1101,13,49,4532.1
07249413,1111,13,64,4668.6
07064026,1101,13,48,4827.4
07064040,1101,13,48,4827.4
06108500,1003,13,55,4975.7
06108800,1003,13,55,4975.7
07147900,1103,13,48,5171.6
06078000,1003,13,68,5193.3
06208000,1007,13,52,5280.9
09222500,1404,13,48,5437.8
06768025,1020,13,52,5878.1
08287500,1302,13,64,6141.1
06821190,1024,13,70,6210.0
06606600,1023,13,77,6605.0
08055700,1203,13,73,6676.1
08056000,1203,13,73,6676.1
06427850,1012,13,51,6795.3
09431500,1504,13,68,7491.1
09431503,1504,13,68,7491.1
07139500,1103,13,65,7750.1
10172870,1602,13,86,8174.0
09367934,1408,13,83,9009.3
07171000,1107,13,89,9314.0
06353500,1013,13,107,9609.8
09415850,1501,13,104,9913.2
06799350,1022,13,125,12224.2
06780000,1021,13,118,13317.6
06781000,1021,13,118,13317.6
06899680,1028,13,162,14306.4
06296120,1010,13,166,14320.9
07299540,1112,13,146,17722.0
12301933,1701,13,165,25751.9
16610000,2002,12,1,44.2
16612000,2002,12,1,44.2
16614000,2002,12,1,44.2
205427156313101,2002,12,1,44.2
205433156311501,2002,12,1,44.2
205439156303401,2002,12,1,44.2
205455156302301,2002,12,1,44.2
205611156324601,2002,12,1,44.2
205625156323401,2002,12,1,44.2
205632156322001,2002,12,1,44.2
205635156313901,2002,12,1,44.2
205639156310001,2002,12,1,44.2
205644156304401,2002,12,1,44.2
07319500,1113,12,2,266.5
07320000,1113,12,2,266.5
07320500,1113,12,2,266.5
07321000,1113,12,2,266.5
07321500,1113,12,2,266.5
07322000,1113,12,2,266.5
07322500,1113,12,2,266.5
07323000,1113,12,2,266.5
07324000,1113,12,2,266.5
14179000,1709,12,5,280.4
12116100,1711,12,4,290.8
12116400,1711,12,4,290.8
12116500,1711,12,4,290.8
12116700,1711,12,4,290.8
12116800,1711,12,4,290.8
12117000,1711,12,4,290.8
14185900,1709,12,5,304.9
443226122260700,1709,12,5,304.9
443253122255000,1709,12,5,304.9
443317122252600,1709,12,5,304.9
443340122250500,1709,12,5,304.9
443342122250200,1709,12,5,304.9
11236080,1804,12,4,345.9
11237000,1804,12,4,345.9
11238100,1804,12,4,345.9
11238270,1804,12,4,345.9
11238380,1804,12,4,345.9
11238400,1804,12,4,345.9
11238500,1804,12,4,345.9
11238550,1804,12,4,345.9
06715000,1019,12,4,372.9
394308105413800,1019,12,4,372.9
394359105411900,1019,12,4,372.9
09073400,1401,12,6,395.0
09073500,1401,12,6,395.0
11119660,1806,12,3,405.9
11119700,1806,12,3,405.9
11119745,1806,12,3,405.9
11119750,1806,12,3,405.9
11119760,1806,12,3,405.9
11119780,1806,12,3,405.9
12328500,1701,12,9,569.7
12329000,1701,12,9,569.7
12329500,1701,12,9,569.7
14133400,1708,12,9,663.2
14133450,1708,12,9,663.2
14133500,1708,12,9,663.2
14136500,1708,12,9,663.2
11230000,1804,12,6,709.3
11230070,1804,12,6,709.3
11230200,1804,12,6,709.3
11230215,1804,12,6,709.3
11230560,1804,12,6,709.3
11230600,1804,12,6,709.3
11230650,1804,12,6,709.3
11230670,1804,12,6,709.3
11231551,1804,12,6,709.3
11426500,1802,12,10,907.7
11427000,1802,12,10,907.7
11038500,1807,12,8,936.0
11039100,1807,12,8,936.0
11039600,1807,12,8,936.0
11462500,1801,12,12,966.4
09277500,1406,12,13,972.8
09277501,1406,12,13,972.8
09146200,1402,12,11,1000.5
09147025,1402,12,11,1000.5
10155400,1602,12,15,1052.1
10155500,1602,12,15,1052.1
09442667,1504,12,11,1080.9
09442669,1504,12,11,1080.9
09442677,1504,12,11,1080.9
09442680,1504,12,11,1080.9
09442681,1504,12,11,1080.9
09442682,1504,12,11,1080.9
09442683,1504,12,11,1080.9
09442684,1504,12,11,1080.9
11308900,1804,12,17,1081.8
11309500,1804,12,17,1081.8
12039516,1710,12,12,1123.5
1203951610,1710,12,12,1123.5
12039517,1710,12,12,1123.5
12039518,1710,12,12,1123.5
09163310,1401,12,12,1133.5
09163340,1401,12,12,1133.5
09163490,1401,12,12,1133.5
09163492,1401,12,12,1133.5
12096000,1711,12,12,1136.4
12096500,1711,12,12,1136.4
12096505,1711,12,12,1136.4
10014000,1601,12,11,1151.2
10016900,1601,12,11,1151.2
12323600,1701,12,12,1155.3
06290500,1008,12,10,1159.5
14159000,1709,12,13,1166.4
11092450,1807,12,12,1207.2
11097000,1807,12,12,1207.2
11097260,1807,12,12,1207.2
09294000,1406,12,16,1275.0
09294500,1406,12,16,1275.0
06264000,1008,12,13,1320.7
06264500,1008,12,13,1320.7
12089208,1711,12,18,1405.0
12089500,1711,12,18,1405.0
09131500,1402,12,17,1442.1
09132500,1402,12,17,1442.1
385553107243301,1402,12,17,1442.1
11454000,1802,12,18,1589.3
11454210,1802,12,18,1589.3
06479525,1017,12,16,1593.5
06612000,1018,12,18,1647.7
06612500,1018,12,18,1647.7
06613000,1018,12,18,1647.7
09361200,1408,12,22,1687.6
13245000,1705,12,23,1701.7
07052250,1101,12,22,1918.8
14197500,1709,12,31,1997.1
13121500,1704,12,21,1997.7
13122000,1704,12,21,1997.7
13122500,1704,12,21,1997.7
13123000,1704,12,21,1997.7
13123500,1704,12,21,1997.7
13124000,1704,12,21,1997.7
13124500,1704,12,21,1997.7
13125000,1704,12,21,1997.7
06429997,1012,12,14,2004.5
06430000,1012,12,14,2004.5
06430500,1012,12,14,2004.5
10374500,1712,12,21,2110.3
13349210,1706,12,28,2304.8
14020760,1707,12,33,2367.2
14020850,1707,12,33,2367.2
14021000,1707,12,33,2367.2
14022000,1707,12,33,2367.2
11185500,1803,12,26,2509.7
11186500,1803,12,26,2509.7
11186750,1803,12,26,2509.7
11403000,1802,12,34,2661.9
07177800,1107,12,29,2694.2
07178000,1107,12,29,2694.2
13152000,1704,12,26,2854.0
11138100,1806,12,38,2966.1
13192000,1705,12,53,3382.6
13192200,1705,12,53,3382.6
07066500,1101,12,37,3564.4
07066510,1101,12,37,3564.4
07138075,1103,12,32,3833.5
06280000,1008,12,37,3894.5
06014500,1002,12,44,4037.7
06077500,1003,12,54,4110.1
06605850,1023,12,47,4127.9
08223000,1301,12,64,4296.2
06167500,1005,12,48,4453.2
06661585,1018,12,41,4489.2
06346500,1013,12,54,4531.2
06040000,1002,12,45,4548.9
06040010,1002,12,45,4548.9
06058000,1003,12,68,4863.4
07147800,1103,12,45,4863.4
07182280,1107,12,41,4927.5
11488510,1801,12,52,5044.6
09482410,1505,12,59,5605.7
09482440,1505,12,59,5605.7
09482490,1505,12,59,5605.7
09482495,1505,12,59,5605.7
06025250,1002,12,69,5694.5
06113500,1004,12,58,5699.6
06427500,1012,12,49,6568.8
09415700,1501,12,72,6839.3
08048600,1203,12,75,7151.4
08048850,1203,12,75,7151.4
08351500,1302,12,76,7392.9
10395500,1712,12,82,7925.7
10402000,1712,12,82,7925.7
09504000,1506,12,92,8234.2
07312500,1113,12,79,8635.7
07312580,1113,12,79,8635.7
07170990,1107,12,84,8859.7
06799315,1022,12,114,10984.5
09426000,1503,12,139,11637.9
13228000,1705,12,128,12133.7
13233300,1705,12,128,12133.7
06882500,1027,12,132,12385.1
06882510,1027,12,132,12385.1
06447000,1014,12,156,12936.2
06296100,1010,12,162,13926.8
12439500,1702,12,206,17491.6
07299530,1112,12,145,17580.6
07157000,1104,12,179,17940.9
06828000,1025,12,194,20304.6
08139500,1209,12,211,23010.5
08140500,1209,12,211,23010.5
16506000,2002,11,1,42.6
16507000,2002,11,1,42.6
16508000,2002,11,1,42.6
16509000,2002,11,1,42.6
16510000,2002,11,1,42.6
16511000,2002,11,1,42.6
16512000,2002,11,1,42.6
16513000,2002,11,1,42.6
16514000,2002,11,1,42.6
16515000,2002,11,1,42.6
204902156063101,2002,11,1,42.6
204934156061901,2002,11,1,42.6
16516000,2002,11,1,48.6
16517000,2002,11,1,48.6
16518000,2002,11,1,48.6
16519000,2002,11,1,48.6
16520000,2002,11,1,48.6
16521000,2002,11,1,48.6
204952156073501,2002,11,1,48.6
204959156072201,2002,11,1,48.6
205008156082901,2002,11,1,48.6
205022156080901,2002,11,1,48.6
205025156080901,2002,11,1,48.6
205036156080501,2002,11,1,48.6
08302200,1302,11,1,105.4
08302300,1302,11,1,105.4
08302400,1302,11,1,105.4
08302500,1302,11,1,105.4
08304100,1302,11,1,105.4
08304200,1302,11,1,105.4
08304300,1302,11,1,105.4
08304400,1302,11,1,105.4
08305000,1302,11,1,105.4
08305030,1302,11,1,105.4
08308025,1302,11,1,105.4
08308050,1302,11,1,105.4
09046490,1401,11,2,179.6
09046530,1401,11,2,179.6
09034900,1401,11,2,186.4
09035500,1401,11,2,186.4
09035700,1401,11,2,186.4
09035800,1401,11,2,186.4
10260780,1809,11,2,192.7
10260822,1809,11,2,192.7
10260865,1809,11,2,192.7
10260950,1809,11,2,192.7
10261000,1809,11,2,192.7
12119730,1711,11,2,261.2
12119731,1711,11,2,261.2
12119732,1711,11,2,261.2
12121700,1711,11,2,261.2
12121720,1711,11,2,261.2
12121810,1711,11,2,261.2
12121815,1711,11,2,261.2
12121830,1711,11,2,261.2
11414190,1802,11,3,267.3
11414194,1802,11,3,267.3
11414195,1802,11,3,267.3
11414196,1802,11,3,267.3
11421710,1802,11,3,267.3
11421720,1802,11,3,267.3
11421725,1802,11,3,267.3
11421750,1802,11,3,267.3
11421760,1802,11,3,267.3
11421770,1802,11,3,267.3
11421780,1802,11,3,267.3
11421790,1802,11,3,267.3
11395500,1802,11,4,278.7
11396090,1802,11,4,278.7
11396200,1802,11,4,278.7
11396290,1802,11,4,278.7
11396300,1802,11,4,278.7
11396350,1802,11,4,278.7
09523200,1503,11,3,306.2
09523202,1503,11,3,306.2
09523400,1503,11,3,306.2
09523600,1503,11,3,306.2
09524500,1503,11,3,306.2
09524700,1503,11,3,306.2
09525000,1503,11,3,306.2
09529600,1503,11,3,306.2
09529700,1503,11,3,306.2
09529800,1503,11,3,306.2
09529900,1503,11,3,306.2
09530000,1503,11,3,306.2
11048000,1807,11,3,357.8
11048540,1807,11,3,357.8
11048550,1807,11,3,357.8
11048553,1807,11,3,357.8
11048555,1807,11,3,357.8
11048600,1807,11,3,357.8
11293650,1804,11,3,380.0
11294300,1804,11,3,380.0
09062600,1401,11,6,424.8
09063000,1401,11,6,424.8
11441002,1802,11,5,459.6
11441780,1802,11,5,459.6
11441800,1802,11,5,459.6
11441900,1802,11,5,459.6
11442000,1802,11,5,459.6
11376040,1802,11,6,502.9
11376043,1802,11,6,502.9
11376046,1802,11,6,502.9
11376050,1802,11,6,502.9
11376140,1802,11,6,502.9
11376150,1802,11,6,502.9
11376160,1802,11,6,502.9
13155350,1705,11,8,572.9
13155400,1705,11,8,572.9
13155500,1705,11,8,572.9
13155620,1705,11,8,572.9
08255500,1302,11,6,614.4
08256000,1302,11,6,614.4
08257500,1302,11,6,614.4
08258000,1302,11,6,614.4
08260500,1302,11,6,614.4
08261000,1302,11,6,614.4
06048650,1002,11,8,665.4
06048700,1002,11,8,665.4
06048800,1002,11,8,665.4
06048900,1002,11,8,665.4
06049000,1002,11,8,665.4
454305111020101,1002,11,8,665.4
12167000,1711,11,9,737.1
06406500,1012,11,9,779.6
11462080,1801,11,11,872.0
102512531,1809,11,11,881.6
102512533,1809,11,11,881.6
102512535,1809,11,11,881.6
1025125356,1809,11,11,881.6
102512537,1809,11,11,881.6
1025125372,1809,11,11,881.6
10251255,1809,11,11,881.6
09383595,1502,11,16,913.9
13293800,1706,11,15,927.9
13294500,1706,11,15,927.9
06803000,1020,11,13,1102.6
06803080,1020,11,13,1102.6
10130500,1602,11,14,1110.1
09303500,1405,11,13,1142.4
09304000,1405,11,13,1142.4
06749000,1019,11,18,1152.8
07194760,1111,11,15,1214.9
07194800,1111,11,15,1214.9
06666000,1018,11,14,1344.2
06666500,1018,11,14,1344.2
06666600,1018,11,14,1344.2
06667000,1018,11,14,1344.2
06479500,1017,11,15,1467.9
06479512,1017,11,15,1467.9
06479520,1017,11,15,1467.9
13244000,1705,11,21,1591.3
10125600,1601,11,19,1675.9
10152000,1602,11,22,1740.9
10152001,1602,11,22,1740.9
14194000,1709,11,29,1818.7
14194150,1709,11,29,1818.7
09174000,1403,11,24,1878.9
11387990,1802,11,26,2010.4
11388000,1802,11,26,2010.4
11388500,1802,11,26,2010.4
10312210,1605,11,9,2211.1
1031221775,1605,11,9,2211.1
10312218,1605,11,9,2211.1
1031221902,1605,11,9,2211.1
10312250,1605,11,9,2211.1
10312265,1605,11,9,2211.1
10312267,1605,11,9,2211.1
10312270,1605,11,9,2211.1
