catalog_model_id,workspace_model_id,label,site_no,station_name,usgs_da_km2,usgs_da_source,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,assignment_class,calibration_eligible,production_gis_channel,same_gis_as_production,notes
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),02294217,SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL,137.26936984780798,nwis_drain_area_km2,15000700057875,nhd_first_v1b_gnis,tributary,Saddle Creek,558.0,True,4.0,4.0,exact_crosswalk,15000700057875.0,0,True,106.14489989,129.79044770000002,1.2227666881263664,tributary_clean,True,4,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),02294260,LAKE PARKER OUTLET AT LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700021204,nhd_first_v1b_levelpath,lake_outlet,,558.0,True,18.0,12.0,lake_outlet_replacement,15000700093457.0,1,True,50.03610001,61.0420657,1.2199605022733666,lake_outlet_review,False,18,True,Mapped at downstream step 1 to NHD 15000700093457 (ref 15000700021204).
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),02294261,LAKE PARKER OUTLET AT COMBEE SETTLEMENT FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700093457,nhd_first_v1b_levelpath,lake_outlet,,336.0,False,18.0,12.0,exact_crosswalk,15000700093457.0,0,True,52.17359997,61.0420657,1.169979946469084,lake_outlet_review,False,18,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),02294290,SADDLE CREEK AT STATE HWY 570 NEAR EATON PARK FL,157.989274730496,nwis_drain_area_km2,15000700045993,nhd_first_v1b_gnis,tributary,Saddle Creek,558.0,True,,,missing,,1,False,135.26619994,,,exclude_from_auto_calibration,False,1,False,No chandeg.con channel for reference reach or downstream walk.
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),280242081531600,TENOROC DITCH (SITE 20) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700045798,nhd_first_v1b_levelpath,canal,,460.0,False,115.0,72.0,exact_crosswalk,15000700045798.0,0,True,7.884700009999999,7.882879799999999,0.9997691465753052,canal_or_artificial_review,False,115,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),280441081520200,TENOROC DITCH (SITE 17B) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700009684,nhd_first_v1b_levelpath,canal,,460.0,False,231.0,172.0,exact_crosswalk,15000700009684.0,0,True,8.93599996,13.7438815,1.5380350896957704,canal_or_artificial_review,False,231,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),280531081520500,TENOROC DITCH ABV STR (SITE 17A) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700081951,nhd_first_v1b_global_closest,canal,,460.0,False,61.0,34.0,exact_crosswalk,15000700081951.0,0,True,4.62019998,5.5631074,1.2040836812435984,canal_or_artificial_review,False,61,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),280531081520501,TENOROC DITCH BEL STR (SITE 17A) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700081951,nhd_first_v1b_global_closest,canal,,460.0,False,61.0,34.0,exact_crosswalk,15000700081951.0,0,True,4.62019998,5.5631074,1.2040836812435984,canal_or_artificial_review,False,61,True,
02294217,0310/huc12/02294217,0310/huc12/02294217 (FL),280557081512300,TENOROC DITCH (SITE 13) NEAR LAKELAND FL,159.4730888687525,wbd_upstream_hu12_area_sqkm,15000700070177,nhd_first_v1b_global_closest,canal,,336.0,False,109.0,66.0,exact_crosswalk,15000700070177.0,0,True,2.04089997,2.0408926,0.999996388848004,canal_or_artificial_review,False,109,True,
031001010304,0310/huc12/031001010304,0310/huc12/031001010304 (nan),02295013,BOWLEGS CREEK NEAR FORT MEADE FL,122.2474388078592,nwis_drain_area_km2,15000700071244,nhd_first_v1b_gnis,tributary,Bowlegs Creek,460.0,False,21.0,21.0,exact_crosswalk,15000700071244.0,0,True,133.14200008,122.7206653,0.9217276684011192,tributary_clean,True,21,True,
02197598,0306/huc12/02197598,0306/huc12/02197598 (GA),02197598,"BRUSHY CREEK AT CAMPGROUND ROAD, NEAR WRENS, GA",56.4617408053248,meta_csv,15000600171059,nhd_first_v1b_gnis,tributary,Brushy Creek,460.0,False,35.0,33.0,exact_crosswalk,15000600171059.0,0,True,58.24759989,58.224255,0.9995992128423474,tributary_clean,True,35,True,
02197598,0306/huc12/02197598,0306/huc12/02197598 (GA),02197600,"BRUSHY CREEK NEAR WRENS, GA",72.51966708940799,meta_csv,15000600200597,nhd_first_v1b_gnis,tributary,Brushy Creek,460.0,False,28.0,26.0,exact_crosswalk,15000600200597.0,0,True,79.36019991,79.3196627,0.9994891997494212,tributary_clean,True,30,False,
01012515,0101/huc12/01012515,0101/huc12/01012515 (ME),01012515,CLAYTON STREAM AT OUTLET CLAYTON LAKE ME SITE 6,32.633850190233595,meta_csv,5000100091866,nhd_first_v1b_levelpath,lake_outlet,,,False,5.0,5.0,lake_outlet_replacement,5000100061473.0,1,True,37.17289998,41.9720887,1.1291045014669852,lake_outlet_review,False,6,False,Mapped at downstream step 1 to NHD 5000100061473 (ref 5000100091866).
01012515,0101/huc12/01012515,0101/huc12/01012515 (ME),01012520,BALD MOUNTAIN BROOK NR BALD MOUNTAIN ME SITE 2,4.32528014426112,meta_csv,5000100068684,nhd_first_v1b_levelpath,tributary,,,False,51.0,38.0,exact_crosswalk,5000100068684.0,0,True,4.46650003,4.4669979,1.0001114675913256,tributary_clean,True,51,True,
